	Polynucleobacter_sp_VK13_2708742530	Limnohabitans_sp_2KL-3_NZ.CXON00000000.1	B52_Sp13.BD.MM15.SD_rebin1	B38_Sp13.BD.MM110.DD_rebin5	Limnohabitans_sp_63ED37-2_NZ.CP011774.1	Chitinophaga_niabensis_2636416022	B4_Fa13.BD.MLB.DN_rebin2	B22_Fa13.BD.MLB.SN_rebin5	B58_Su13.BD.MLB.SD.C_rebin3	Limnohabitans_sp_Rim28_NZ.ALKN00000000.1	B63_Su13.BD.MM110.DCMD_rebin1	B21_Fa13.BD.MLB.SN_rebin4	Limnohabitans_sp_103DPR2_NZ.CP011834.1	Limnohabitans_sp_DM1_NZ.CXOO00000000.1	Polynucleobacter_sp_UB-Domo-W1_2710724123	Limnohabitans_sp_Rim47_2684622883	Limnohabitans_sp_2KL-27_NZ.CXOP00000000.1	Polynucleobacter_sp_AP-Melu-1000-B4_2710724120	Limnohabitans_planktonicus_II-D5_NZ.LFYT00000000.1	B72-73_Su13.BD.MM15.SN.C_rebin5-6_refined1	Polynucleobacter_necessarius_STIR1_2503982034	Limnohabitans_sp_Rim11_CXOM00000000.1	B72-73_Su13.BD.MM15.SN.C_rebin5-6_refined2	B28_Fa13.BD.MM110.DN_rebin2	Polynucleobacter_sp_QWL-P1DMWA-1_640427129
B63_Su13.BD.MM110.DCMD_rebin1	0.6867753333333328	0.7501012513034401	0.7380900523560199	0.7404879765395898	0.7478596690796264	0.6341	0.7346319057815853	0.7306569805194815	0.7582687763713084	0.7492797024442084	1.0	0.7301791171477073	0.8023277997364957	0.748212928176795	0.6957167630057804	0.7484311136624564	0.7471610647181619	0.6936229411764705	0.7482776053215073	0.7500693353474327	0.6944094674556212	0.8014174031271228	0.7382864583333332	0.7303701818181818	0.6962755208333334
B21_Fa13.BD.MLB.SN_rebin4	0.6832229007633585	0.7411083048919219	0.7374212189616243	0.7378043103448275	0.7403983388704328	0.65375	0.7343358348968104	0.7351660660660663	0.7417526960784315	0.7370230596175482	0.7295385964912275	1.0	0.729933117723157	0.7444708053691269	0.6883789156626507	0.7386373380447577	0.7412732954545455	0.6915313253012049	0.7425683389074696	0.7417860655737715	0.6906769736842103	0.7296185430463574	0.7359238461538469	0.7347920060331827	0.6903485380116959
Limnohabitans_sp_103DPR2_NZ.CP011834.1	0.6990497237569062	0.750712222222223	0.7347815734989647	0.7421740406320538	0.7538093436293436	0.6944999999999999	0.7338856152512991	0.7324408343868524	0.7596203554119546	0.7494171588188353	0.7995852598913882	0.7270871148459374	1.0	0.7510746598639451	0.7021178571428568	0.7522433917197432	0.7510524760383385	0.7015954999999998	0.7533744680851072	0.7517234314980794	0.7046419689119173	0.8175531726512528	0.735555780346821	0.7301310291858686	0.6997416267942578
Limnohabitans_sp_DM1_NZ.CXOO00000000.1	0.6812566666666667	0.8519922913117565	0.7475899621212131	0.769545247148289	0.8448721223895088	0.67295	0.7458049079754597	0.748318749999999	0.8090398625429545	0.8253420936639139	0.7473253856942497	0.7417786570743392	0.7514648148148146	1.0	0.6879707865168544	0.8241792689579924	0.8417100051572985	0.6879545454545458	0.901878571428571	0.8363687830687834	0.6905131736526948	0.7525745013009544	0.746968462549277	0.7385650145772589	0.6885123762376236
Polynucleobacter_sp_UB-Domo-W1_2710724123	0.712837527593819	0.6900931034482757	0.6875197802197802	0.6848531250000002	0.6942366863905322	0.7179666666666666	0.6883010000000002	0.6846007575757577	0.6902347368421051	0.6924491803278688	0.6894978723404255	0.6865600000000002	0.6967778846153847	0.689534730538922	1.0	0.6953318681318678	0.6921205714285715	0.7476429065743944	0.6948055555555556	0.6878611111111111	0.7534409937888198	0.6977507317073172	0.6883446969696968	0.6844937931034484	0.7694010122921175
Limnohabitans_sp_Rim47_2684622883	0.6906012269938648	0.8239664757938562	0.7412811023622042	0.7661691729323312	0.825714488348532	0.7013846153846154	0.7402827692307691	0.7459953106682298	0.8180139705882343	0.8152021169916417	0.7470779753761966	0.7374222084367251	0.7533485421591806	0.8252541369863018	0.6960368932038835	1.0	0.8306128408527529	0.6958635922330096	0.8244678670360109	0.8213617334423542	0.6990746192893397	0.7518844229217099	0.7403878947368412	0.7364631654676267	0.6914476635514021
Limnohabitans_sp_2KL-27_NZ.CXOP00000000.1	0.6865205882352942	0.8407814939759036	0.7445945075757581	0.7665900362318843	0.8545707828518156	0.6876769230769232	0.7396902898550721	0.7479082340195015	0.8141810955961326	0.8290736683417071	0.7451907384230282	0.740541466346154	0.752132460317461	0.8437277806788497	0.6903598901098904	0.8308310120240477	1.0	0.688630687830688	0.8367865577227197	0.8392781884057966	0.692298765432099	0.7499085020242913	0.7439569115815682	0.7361372191011246	0.6894374358974362
Polynucleobacter_sp_AP-Melu-1000-B4_2710724120	0.711272209026128	0.6900828877005344	0.6905481012658227	0.6904794392523366	0.6925225988700565	0.7123999999999999	0.6915201923076925	0.6880118055555555	0.695464516129032	0.6941161290322581	0.6947051851851852	0.6886094339622642	0.6996090452261309	0.6891000000000002	0.7482852389078489	0.6921401041666665	0.6904973821989522	1.0	0.6924139784946236	0.6904009174311928	0.7502983527131786	0.6987169902912622	0.6902900763358778	0.6892905660377362	0.7568946061643843
Limnohabitans_planktonicus_II-D5_NZ.LFYT00000000.1	0.6869707142857143	0.8448385809312634	0.7466913043478263	0.7699142276422768	0.835623938030985	0.6837916666666667	0.7461584218512912	0.7499545248868779	0.8100462529274003	0.8239714763231194	0.7497245070422538	0.7411477411477422	0.7535912190963349	0.9025375767366715	0.6933739644970417	0.8241756998880184	0.8343471234309634	0.6939285714285717	1.0	0.8362726315789474	0.6957019108280252	0.7539926121372045	0.746286990801577	0.7377173134328362	0.6905077319587629
B72-73_Su13.BD.MM15.SN.C_rebin5-6_refined1	0.6862824561403512	0.8383222399150733	0.7523220647773278	0.7691742919389981	0.8527518358531316	0.6497	0.7499316326530611	0.7503831357048749	0.8104498579545449	0.8298945454545451	0.7509543413173658	0.7423033898305083	0.7543568788501028	0.8370370646766181	0.6912827338129499	0.8217024291497971	0.8405380290205571	0.6903946308724835	0.8396040791100126	1.0	0.6926301470588238	0.7539967021276595	0.7508242897727263	0.7428554806070825	0.694664596273292
Polynucleobacter_necessarius_STIR1_2503982034	0.7112382978723402	0.6943303571428574	0.690143209876543	0.6878418367346939	0.6980583333333331	0.706525	0.693273563218391	0.6867475862068964	0.7002227848101267	0.6967232558139539	0.6898166666666665	0.6849889655172413	0.7045876923076927	0.6934820987654318	0.7550197851387644	0.7014789156626506	0.6975122807017547	0.7504712077294693	0.698772121212121	0.6932324074074073	1.0	0.7033242574257428	0.6889983333333334	0.6883895833333337	0.7723357695614792
Limnohabitans_sp_Rim11_CXOM00000000.1	0.6939842931937173	0.7517780624499594	0.7369203219315904	0.7388052980132455	0.7487843971631197	0.6915818181818181	0.7327425675675677	0.7334169909208813	0.758145054945055	0.7515066014669916	0.7997975550122243	0.728559197786999	0.8165726695949251	0.7526854621848731	0.6970344339622637	0.7508362520458256	0.7488712328767126	0.6972650943396225	0.7537259706643665	0.7517930142302715	0.7010206572769953	1.0	0.735351690140844	0.7312254629629623	0.697761632653061
B72-73_Su13.BD.MM15.SN.C_rebin5-6_refined2	0.6835151260504203	0.7476985446985447	0.9240256747860431	0.7458024444444444	0.7456461697722567	0.67	0.8854173724212823	0.7439347533632286	0.7478522292993635	0.7466665236051512	0.7385762430939229	0.7367657631954356	0.736250238663485	0.7491304347826078	0.6897947712418298	0.7456609896432679	0.7454216187433444	0.6895436708860758	0.7492585903083705	0.7526577380952393	0.6900971830985918	0.7359185765983106	1.0	0.7444098064516135	0.6917926829268292
B28_Fa13.BD.MM110.DN_rebin2	0.6828926470588236	0.7374636125654442	0.742416016427105	0.7396812834224599	0.7380529107373859	0.6582333333333333	0.7395250409165306	0.7378626206896552	0.74060135501355	0.7362416560509557	0.7307370762711861	0.7368764615384612	0.7326952380952385	0.739913270777479	0.6879953020134231	0.7381871900826442	0.7378615789473678	0.6909954248366011	0.739222045152722	0.7385122287968443	0.687456962025316	0.732599853587116	0.7414746206896544	1.0	0.6910170731707318
Polynucleobacter_sp_QWL-P1DMWA-1_640427129	0.7113360691144709	0.6908744292237451	0.6877116504854369	0.6951924528301885	0.6899333333333335	0.6635800000000001	0.6920570093457944	0.6859792134831458	0.6953546296296296	0.6911341584158412	0.6932238095238097	0.6866517647058821	0.6977497942386832	0.6898434146341462	0.7688851773049651	0.6906777251184838	0.6892262376237624	0.7570288983050855	0.6893614285714286	0.6937815384615389	0.7722830913748934	0.698778838174274	0.6909187969924812	0.6898703703703701	1.0
