	Polynucleobacter_sp_VK13_2708742530	Limnohabitans_sp_2KL-3_NZ.CXON00000000.1	B52_Sp13.BD.MM15.SD_rebin1	B38_Sp13.BD.MM110.DD_rebin5	Limnohabitans_sp_63ED37-2_NZ.CP011774.1	Chitinophaga_niabensis_2636416022	B4_Fa13.BD.MLB.DN_rebin2	B22_Fa13.BD.MLB.SN_rebin5	B58_Su13.BD.MLB.SD.C_rebin3	Limnohabitans_sp_Rim28_NZ.ALKN00000000.1	B63_Su13.BD.MM110.DCMD_rebin1	B21_Fa13.BD.MLB.SN_rebin4	Limnohabitans_sp_103DPR2_NZ.CP011834.1	Limnohabitans_sp_DM1_NZ.CXOO00000000.1	Polynucleobacter_sp_UB-Domo-W1_2710724123	Limnohabitans_sp_Rim47_2684622883	Limnohabitans_sp_2KL-27_NZ.CXOP00000000.1	Polynucleobacter_sp_AP-Melu-1000-B4_2710724120	Limnohabitans_planktonicus_II-D5_NZ.LFYT00000000.1	B72-73_Su13.BD.MM15.SN.C_rebin5-6_refined1	Polynucleobacter_necessarius_STIR1_2503982034	Limnohabitans_sp_Rim11_CXOM00000000.1	B72-73_Su13.BD.MM15.SN.C_rebin5-6_refined2	B28_Fa13.BD.MM110.DN_rebin2	Polynucleobacter_sp_QWL-P1DMWA-1_640427129
B63_Su13.BD.MM110.DCMD_rebin1	0.05949737098945507	0.40073446773126453	0.1556025568761958	0.1407427830146869	0.405154104532613	0.00045298216523516143	0.19253015269661508	0.2538090902991788	0.19691795831878486	0.3990875714916042	1.0	0.24488117910523044	0.6668054179605225	0.3792146317646765	0.06956728695024493	0.36744933822978487	0.40311641935472814	0.06848306801637395	0.37859220978412095	0.27429563721858174	0.0671623189356829	0.647168518669966	0.23669958663541008	0.22960955875619424	0.07708728060359751
B21_Fa13.BD.MLB.SN_rebin4	0.035442244393559294	0.24656737459767597	0.12344780815341087	0.1305735457933341	0.25369562749973823	0.0005175151851091451	0.14855609804869108	0.18809224598131852	0.11426584371481581	0.2502116750293893	0.14314545477983123	1.0	0.216908346677323	0.2515073494387664	0.04566301209558122	0.23916307167585313	0.24896127533851498	0.045009672754963474	0.25167209910887406	0.16883948634574228	0.041305320439680396	0.21153291707840985	0.18102813226380196	0.18577631836678998	0.04693856440784598
Limnohabitans_sp_103DPR2_NZ.CP011834.1	0.055060117776922435	0.39863944424756553	0.14903613170803667	0.13759518718663047	0.41119372489440603	0.0045354119224971555	0.17779601498239112	0.2459930242692354	0.19446858801646097	0.39658708048541863	0.4212588531925753	0.22093160087425542	1.0	0.37057950790068483	0.05933745818207098	0.39684142166545994	0.396692208173169	0.06032735405479187	0.3701844312676873	0.24494039090543765	0.057783603132805096	0.6787630201489083	0.21419630730518738	0.20057650667476037	0.06321633073848809
Limnohabitans_sp_DM1_NZ.CXOO00000000.1	0.021576208946744033	0.4637169446454344	0.0983023516127629	0.09867117918832201	0.4055398065227749	0.0014401838664688967	0.12136918762152572	0.1707692097185045	0.16911561233240147	0.35637055693985026	0.1341274358498361	0.15571610242786982	0.22569960321423224	1.0	0.0322430046826398	0.3610509502824104	0.383057253843843	0.03193278924118117	0.6391710406227018	0.2572310933491157	0.030102538558921636	0.2189675809546916	0.14167961953985594	0.12747281428306229	0.036713456304449804
Polynucleobacter_sp_UB-Domo-W1_2710724123	0.20676587715784817	0.07709072675896525	0.040216406587885584	0.04212117610278364	0.07523789642328833	0.003755102774650884	0.043940545621077715	0.05841709358341382	0.04184499950557897	0.08141016869246112	0.06264014838623971	0.06818465576809556	0.09278934367855242	0.07343251053016916	1.0	0.08063607515599233	0.07731296651620952	0.5586068713536448	0.07911186001192604	0.04801976885067586	0.5445018882888139	0.09216757177345329	0.05737481409269745	0.06392963839344128	0.6763749649160833
Limnohabitans_sp_Rim47_2684622883	0.048901973723171156	0.629361014525858	0.15622209250188235	0.16477788211805114	0.6483510570797696	0.0037674170706327253	0.19961388458837762	0.263988223649146	0.30916812602049015	0.5881214520782044	0.22626904562489955	0.24832398500884073	0.39906127594054297	0.5959537405988004	0.062232938250298214	1.0	0.6671695303841696	0.0626061944282294	0.5891840308621609	0.39513379525054354	0.05954975762036496	0.3880794903682648	0.23327563598216627	0.2136243580958182	0.0648646819454667
Limnohabitans_sp_2KL-27_NZ.CXOP00000000.1	0.040589742527978735	0.6804393106473546	0.16141666675083097	0.17120295342584	0.7105371331152468	0.00356587252611702	0.21007439786343907	0.2849415613687268	0.30090752667755416	0.6536743939582161	0.2449928140531467	0.2558409173772657	0.3954270512772604	0.6258675233917804	0.054595689913179486	0.6578496159246912	1.0	0.05651867555037553	0.6175382888592407	0.4459414465686388	0.049159350265168	0.38710488654485736	0.24572672663877126	0.21910960243820574	0.0585359251893949
Polynucleobacter_sp_AP-Melu-1000-B4_2710724120	0.20360359595897454	0.08780834987571338	0.037357582173156954	0.050297497667802844	0.08422798307771533	0.0031396491548138722	0.04889261074025184	0.06727440798786144	0.04296440157597659	0.08764129084129339	0.06256864667862774	0.07443142916087042	0.09366337127252844	0.08579939869354532	0.5999652092931493	0.09149902867104273	0.09001140774549325	1.0	0.08782001749081574	0.05051228785491427	0.5276132673512021	0.09742246472004884	0.060778198106558205	0.0746743276934557	0.5996045739172586
Limnohabitans_planktonicus_II-D5_NZ.LFYT00000000.1	0.02576222193075276	0.45866986458338166	0.1020246912122379	0.09521337321872679	0.40655624941219937	0.0022611610428290006	0.12635257411349118	0.1700598491772056	0.1709535170406309	0.3640015908047102	0.13663481542743178	0.15779732591295195	0.23023460995551903	0.646399370425962	0.03154533687988876	0.3629227789148367	0.3895885796079248	0.03250732668473683	1.0	0.2667084049061902	0.02933626077388516	0.22274808561498394	0.1463249332490415	0.1287788465147586	0.03605437414360344
B72-73_Su13.BD.MM15.SN.C_rebin5-6_refined1	0.03617444451281884	0.649363556882793	0.15987960429024856	0.14883197816560254	0.6438515480802984	0.0011750076340663973	0.19030595480400478	0.24733601077167736	0.23656859068361372	0.5681297369430373	0.21783387574874807	0.23165027809675082	0.3219199686664631	0.5494523016952079	0.043854179849702746	0.5076509019809096	0.5687540081267491	0.04635552185858652	0.5539220524085915	1.0	0.04230491912533918	0.3122555695787582	0.22850492663362248	0.19132189519907206	0.05095492591762639
Polynucleobacter_necessarius_STIR1_2503982034	0.24655408085646047	0.09468755867626977	0.04583237475400024	0.05628884649422706	0.09629540862394576	0.00435574176737891	0.048946182205477966	0.08172863414781069	0.04515693679272065	0.09811857845301637	0.07439494152078638	0.08167929000832443	0.11105315132822248	0.09203130597275562	0.6929980666068983	0.0945542654163588	0.09709580901639187	0.6398134150694439	0.09334052775159263	0.060659327420153814	1.0	0.11510513826291967	0.06749893781933508	0.08151523676535709	0.7249455131758465
Limnohabitans_sp_Rim11_CXOM00000000.1	0.06018204257405556	0.40524983729337305	0.15740978743747466	0.14453769110815715	0.4140956221862945	0.0031341790231027675	0.18641370813386252	0.246543292902354	0.2053824506258391	0.4000568642612315	0.4136899484899321	0.2306108081964272	0.7060376486173346	0.38577015577520224	0.06678368254494498	0.3993892512557524	0.40448814995658244	0.06669030765104089	0.37611756983270506	0.24906966081832077	0.0665311856408298	1.0	0.2251646388227629	0.20670473704475806	0.077057368905321
B72-73_Su13.BD.MM15.SN.C_rebin5-6_refined2	0.03587867694251275	0.30258714030126976	0.5084404418894232	0.14104715580641627	0.3038138454141245	0.0007078121135951416	0.6179830690762255	0.28057280565553483	0.14688007878761067	0.2938856201732254	0.16898434038220403	0.2178632631733915	0.2631643262694748	0.2887536197409959	0.04575722479634085	0.2735661184265395	0.29671251732362897	0.04745350813004887	0.2859876408462706	0.2082385413848895	0.04256409289453817	0.26274732630501046	1.0	0.24588747382871962	0.05070937133085358
B28_Fa13.BD.MM110.DN_rebin2	0.04933878785561659	0.2888398944779334	0.18486200143584777	0.14026958254213023	0.29151193070547704	0.002074332734355419	0.2310104884856054	0.2744508307101499	0.1379225236936122	0.29539764062174756	0.17794869180674677	0.2454501042901262	0.2692677601199655	0.28079914698748093	0.05526102268044741	0.2740391926967175	0.2892680999655906	0.05665693858564747	0.2828824006694959	0.1889040403396757	0.05864206184340763	0.25905582389199705	0.2751241498549284	1.0	0.061071533256018454
Polynucleobacter_sp_QWL-P1DMWA-1_640427129	0.19891184073649526	0.0911655211777412	0.043244297244673977	0.044411399168735675	0.08603898101495272	0.001890742979167278	0.04447623816451688	0.07418291033382143	0.04457515312888383	0.08503137355496596	0.06127853034133708	0.07101100559129851	0.10243662106481723	0.08549423879492231	0.653423262338577	0.0885411983192975	0.08408008609861396	0.5399677982096864	0.08784879356872886	0.05385044246698654	0.5374684205693905	0.10187910035656715	0.055798925281812996	0.06782726891523887	1.0
