gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2737832375	162	4	101	1	42	3.4e-08	32.5	pfam02416	MttA_Hcf106	53
2737832376	263	20	232	1	205	1.1e-53	182	pfam00902	TatC	205
2737832377	382	106	240	1	150	3.9e-34	118.6	pfam13365	Trypsin_2	150
2737832377	382	279	369	1	80	1.3e-13	50.9	pfam13180	PDZ_2	82
2737832378	228	11	228	2	226	7.2e-53	179.6	pfam01784	NIF3	245
2737832379	290	8	254	1	103	2.2e-20	72.5	pfam00389	2-Hacid_dh	134
2737832379	290	112	290	1	177	2.0e-55	186.8	pfam02826	2-Hacid_dh_C	178
2737832380	283	6	185	1	179	2.0e-64	216.7	pfam02737	3HCDH_N	180
2737832380	283	187	283	1	97	9.8e-35	118.9	pfam00725	3HCDH	97
2737832381	467	6	329	1	292	2.9e-67	226.8	pfam07992	Pyr_redox_2	292
2737832381	467	353	462	1	109	1.9e-34	118.1	pfam02852	Pyr_redox_dim	110
2737832382	285	65	281	1	199	3.4e-58	196.3	pfam02666	PS_Dcarbxylase	200
2737832383	216	64	216	2	165	5.1e-21	75.1	pfam00155	Aminotran_1_2	363
2737832384	216	71	215	1	138	2.5e-37	128.4	pfam01738	DLH	217
2737832385	107	17	99	2	88	1.5e-07	31.3	pfam05973	Gp49	90
2737832387	547	1	137	51	175	4.9e-23	81.6	pfam01612	DNA_pol_A_exo1	175
2737832387	547	168	545	4	375	0.0e+00	503.9	pfam00476	DNA_pol_A	376
2737832388	120	14	120	2	103	8.6e-16	58.5	pfam01138	RNase_PH	132
2737832389	289	3	149	1	150	1.8e-33	116	pfam03755	YicC_N	151
2737832389	289	205	289	2	85	3.3e-34	116.6	pfam08340	DUF1732	85
2737832390	206	4	185	3	181	3.6e-48	163.5	pfam00625	Guanylate_kin	182
2737832391	67	8	59	1	48	2.8e-13	49.4	pfam01192	RNA_pol_Rpb6	49
2737832392	754	52	202	1	155	9.8e-48	161.7	pfam13328	HD_4	156
2737832392	754	261	372	1	115	9.6e-32	109.6	pfam04607	RelA_SpoT	117
2737832392	754	414	473	1	60	4.2e-18	65	pfam02824	TGS	60
2737832392	754	669	748	3	80	2.6e-14	53.4	pfam13291	ACT_4	80
2737832393	185	29	99	1	71	1.2e-23	82.9	pfam03449	GreA_GreB_N	71
2737832393	185	105	181	4	77	3.1e-23	81.3	pfam01272	GreA_GreB	77
2737832395	275	153	234	18	96	2.2e-12	47.6	pfam00639	Rotamase	96
2737832397	411	33	395	29	363	1.8e-46	158.9	pfam00155	Aminotran_1_2	363
2737832398	130	13	122	1	109	5.0e-27	94	pfam04430	DUF498	109
2737832399	158	5	134	1	123	5.1e-32	110.3	pfam00578	AhpC-TSA	124
2737832400	552	95	241	1	131	1.5e-38	132	pfam13638	PIN_4	131
2737832400	552	337	551	2	193	1.5e-53	181.2	pfam02562	PhoH	205
2737832401	475	32	134	2	103	1.9e-33	114.5	pfam00772	DnaB	103
2737832401	475	211	468	1	255	1.5e-112	375	pfam03796	DnaB_C	256
2737832402	150	1	47	1	47	6.4e-20	70.3	pfam01281	Ribosomal_L9_N	47
2737832402	150	63	147	1	85	1.1e-24	86.6	pfam03948	Ribosomal_L9_C	86
2737832403	93	34	85	2	52	5.6e-22	77.6	pfam01084	Ribosomal_S18	52
2737832405	123	3	91	1	89	7.8e-26	90	pfam01250	Ribosomal_S6	90
2737832406	717	88	275	1	160	1.4e-32	113	pfam00474	SSF	406
2737832406	717	505	634	289	406	8.2e-18	64.3	pfam00474	SSF	406
2737832407	95	16	91	3	78	8.6e-26	90	pfam13937	DUF4212	79
2737832408	204	99	155	10	59	2.9e-08	34.1	pfam13432	TPR_16	68
2737832409	191	12	73	1	55	2.1e-08	34.4	pfam00571	CBS	57
2737832409	191	82	134	3	52	7.8e-09	35.7	pfam00571	CBS	57
2737832410	179	1	154	62	210	4.3e-36	124.6	pfam07859	Abhydrolase_3	211
2737832411	283	1	257	1	240	8.8e-47	160.1	pfam05742	TANGO2	253
2737832412	315	12	147	47	147	4.1e-10	39.3	pfam01571	GCV_T	257
2737832413	339	48	334	1	250	7.1e-76	255	pfam02618	YceG	251
2737832414	140	8	140	1	128	2.1e-36	125.2	pfam02223	Thymidylate_kin	185
2737832415	78	12	78	1	60	3.5e-14	52.9	pfam02634	FdhD-NarQ	237
2737832416	960	19	97	2	82	2.8e-22	78.4	pfam13510	Fer2_4	82
2737832416	960	103	142	1	40	8.1e-17	60.4	pfam10588	NADH-G_4Fe-4S_3	40
2737832416	960	209	231	5	21	1.8e-05	24.2	pfam00037	Fer4	24
2737832416	960	242	296	6	53	3.2e-15	55.7	pfam04879	Molybdop_Fe4S4	55
2737832416	960	299	731	1	431	9.8e-72	242.1	pfam00384	Molybdopterin	432
2737832416	960	815	920	1	110	7.5e-28	96.7	pfam01568	Molydop_binding	111
2737832417	61	1	53	33	83	2.6e-11	43.3	pfam10589	NADH_4Fe-4S	85
2737832418	323	12	127	1	94	2.0e-31	107.9	pfam02142	MGS	95
2737832418	323	132	323	1	169	5.0e-64	216.4	pfam01808	AICARFT_IMPCHas	295
2737832419	78	33	74	3	41	1.2e-11	44.1	pfam02954	HTH_8	42
2737832420	354	13	330	2	296	2.4e-93	312.5	pfam01207	Dus	310
2737832421	160	33	151	8	115	2.0e-11	44.2	pfam09335	SNARE_assoc	120
2737832422	256	10	56	2	48	2.0e-05	24.1	pfam01479	S4	48
2737832423	47	3	46	1	40	9.2e-10	38.7	pfam02254	TrkA_N	116
2737832424	460	122	456	2	344	9.2e-94	314.1	pfam00120	Gln-synt_C	345
2737832425	218	38	189	1	155	2.0e-50	171	pfam00484	Pro_CA	156
2737832426	361	45	300	7	197	1.5e-20	73.9	pfam00753	Lactamase_B	197
2737832427	291	73	286	1	206	2.8e-53	180.9	pfam01863	DUF45	207
2737832428	258	68	198	6	133	5.4e-20	71.3	pfam01553	Acyltransferase	134
2737832429	115	14	85	2	72	4.8e-06	26.4	pfam13242	Hydrolase_like	75
2737832430	317	32	59	1	28	2.7e-09	36.1	pfam07549	Sec_GG	28
2737832430	317	106	293	6	187	5.2e-63	211.7	pfam02355	SecD_SecF	189
2737832431	626	1	108	1	103	1.0e-35	122.1	pfam13721	SecD-TM1	103
2737832431	626	119	146	2	28	1.9e-06	27	pfam07549	Sec_GG	28
2737832431	626	421	601	13	186	5.0e-22	78.1	pfam02355	SecD_SecF	189
2737832432	123	36	113	2	79	8.7e-30	102.3	pfam02699	YajC	80
2737832433	367	53	265	1	225	5.4e-47	160.3	pfam03562	MltA	225
2737832433	367	290	365	1	74	1.5e-16	60.2	pfam06725	3D	75
2737832435	234	33	150	1	112	2.3e-20	72.7	pfam00072	Response_reg	112
2737832435	234	174	230	2	56	7.8e-19	66.9	pfam00196	GerE	57
2737832436	169	1	126	101	222	7.7e-33	114.1	pfam01063	Aminotran_4	223
2737832437	69	17	57	4	37	4.4e-07	29.7	pfam10276	zf-CHCC	37
2737832438	503	20	441	1	409	0.0e+00	496	pfam01970	TctA	409
2737832439	162	9	154	3	135	2.2e-18	66.7	pfam07331	TctB	135
2737832441	491	1	314	22	273	7.9e-09	34.8	pfam07690	MFS_1	353
2737832442	277	76	263	5	194	1.7e-33	115.9	pfam01435	Peptidase_M48	196
2737832445	387	15	368	11	383	8.4e-53	179.5	pfam12832	MFS_1_like	385
2737832446	366	10	344	1	327	3.3e-128	426.9	pfam01264	Chorismate_synt	327
2737832447	149	3	61	10	56	2.5e-06	27.7	pfam00571	CBS	57
2737832447	149	71	126	1	56	3.7e-08	33.6	pfam00571	CBS	57
2737832448	190	1	68	189	254	4.1e-16	59.3	pfam03631	Virul_fac_BrkB	258
2737832449	195	2	179	122	291	3.0e-25	89	pfam07992	Pyr_redox_2	292
2737832450	77	3	62	1	60	2.0e-28	98.2	pfam00830	Ribosomal_L28	60
2737832451	56	8	54	1	47	1.9e-17	63.3	pfam00471	Ribosomal_L33	47
2737832452	408	27	238	2	226	3.9e-13	49.7	pfam00487	FA_desaturase	254
2737832452	408	263	407	78	191	7.1e-08	32.3	pfam01610	DDE_Tnp_ISL3	240
2737832453	422	118	209	1	89	7.0e-08	32.7	pfam17125	Methyltr_RsmF_N	90
2737832453	422	212	419	2	198	9.5e-49	165.6	pfam01189	Methyltr_RsmB-F	200
2737832454	272	9	272	2	190	9.1e-52	175.3	pfam00009	GTP_EFTU	194
2737832456	270	24	173	2	137	2.2e-27	96.1	pfam00005	ABC_tran	137
2737832457	258	42	254	3	211	1.0e-71	240.8	pfam02405	MlaE	212
2737832458	153	38	116	2	81	1.1e-21	76.8	pfam02470	MlaD	81
2737832459	246	31	225	2	194	3.5e-75	251.9	pfam04333	MlaA	195
2737832460	206	33	196	2	164	3.8e-56	189.3	pfam05494	MlaC	166
2737832461	89	5	84	1	79	2.8e-15	56.3	pfam13466	STAS_2	80
2737832463	380	53	294	2	229	6.4e-27	94.9	pfam01636	APH	240
2737832464	239	16	238	3	224	1.0e-59	201.5	pfam04452	Methyltrans_RNA	226
2737832465	388	5	257	4	242	1.3e-10	40.6	pfam07690	MFS_1	353
2737832465	388	241	388	41	172	9.8e-11	41	pfam07690	MFS_1	353
2737832466	282	30	265	3	238	5.1e-70	235.3	pfam12146	Hydrolase_4	239
2737832467	498	115	496	1	206	5.4e-24	84.9	pfam01546	Peptidase_M20	207
2737832467	498	226	397	2	106	1.6e-12	47.1	pfam07687	M20_dimer	109
2737832468	193	4	191	5	192	1.1e-65	220.7	pfam07021	MetW	193
2737832469	393	46	373	1	255	2.4e-34	119	pfam00561	Abhydrolase_1	256
2737832470	114	5	75	1	69	3.1e-23	81.3	pfam00076	RRM_1	70
2737832471	339	158	246	5	90	4.2e-07	30.2	pfam17125	Methyltr_RsmF_N	90
2737832471	339	253	339	8	90	1.7e-19	70.1	pfam01189	Methyltr_RsmB-F	200
2737832472	1410	14	340	3	312	1.7e-82	277.1	pfam04997	RNA_pol_Rpb1_1	312
2737832472	1410	342	405	1	52	4.6e-08	33.3	pfam00623	RNA_pol_Rpb1_2	166
2737832472	1410	384	484	72	165	2.6e-27	95.9	pfam00623	RNA_pol_Rpb1_2	166
2737832472	1410	487	643	1	158	2.5e-22	79.4	pfam04983	RNA_pol_Rpb1_3	158
2737832472	1410	672	763	2	107	5.4e-19	68	pfam05000	RNA_pol_Rpb1_4	108
2737832472	1410	765	1315	1	266	7.9e-75	251.6	pfam04998	RNA_pol_Rpb1_5	267
2737832473	739	94	661	2	390	0.0e+00	522.1	pfam00562	RNA_pol_Rpb2_6	390
2737832473	739	663	739	1	85	6.2e-27	93.7	pfam04560	RNA_pol_Rpb2_7	87
2737832476	177	36	174	24	141	2.3e-18	66.2	pfam08534	Redoxin	148
2737832477	152	77	151	2	73	1.2e-25	89	pfam00364	Biotin_lipoyl	73
2737832478	449	1	110	1	110	5.5e-46	155.5	pfam00289	Biotin_carb_N	110
2737832478	449	115	324	1	209	2.9e-77	258.8	pfam02786	CPSase_L_D2	211
2737832478	449	336	442	1	108	1.7e-39	134.1	pfam02785	Biotin_carb_C	108
2737832480	228	14	222	96	221	5.0e-06	26	pfam01370	Epimerase	241
2737832481	343	5	82	1	77	8.1e-15	54.4	pfam00111	Fer2	78
2737832481	343	104	201	4	99	5.0e-14	52.3	pfam00970	FAD_binding_6	99
2737832481	343	212	318	1	107	1.9e-16	60.5	pfam00175	NAD_binding_1	109
2737832482	199	10	184	32	168	3.1e-38	131.2	pfam02630	SCO1-SenC	174
2737832483	304	31	290	2	248	2.6e-62	210.2	pfam01040	UbiA	252
2737832484	233	2	215	111	322	1.8e-40	138.9	pfam02628	COX15-CtaA	324
2737832485	250	7	250	2	231	8.5e-44	149.6	pfam02653	BPD_transp_2	268
2737832486	432	47	161	2	127	2.2e-12	47.4	pfam00004	AAA	132
2737832486	432	178	255	6	73	9.6e-22	76.9	pfam16193	AAA_assoc_2	73
2737832486	432	256	423	1	166	2.7e-67	225.7	pfam12002	MgsA_C	167
2737832487	212	31	202	2	165	5.4e-39	133.4	pfam03548	LolA	165
2737832488	755	1	184	10	171	1.2e-35	122.6	pfam13491	FtsK_4TM	171
2737832488	755	372	582	2	243	2.7e-63	213.4	pfam01580	FtsK_SpoIIIE	243
2737832488	755	689	751	2	62	7.5e-26	89.6	pfam09397	Ftsk_gamma	63
2737832489	225	33	121	2	88	7.8e-23	80.2	pfam00027	cNMP_binding	88
2737832489	225	153	221	1	54	1.9e-13	50.1	pfam13545	HTH_Crp_2	68
2737832490	630	35	118	2	74	5.3e-13	49	pfam00575	S1	75
2737832490	630	120	390	1	269	3.2e-93	311.9	pfam10150	RNase_E_G	270
2737832491	332	22	68	1	47	4.3e-05	23	pfam01479	S4	48
