gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2757590220	525	33	63	3.1e-07	16.9	TIGR01409	Tat (twin-arginine translocation) pathway signal sequence
2757590221	68	1	66	1.9e-14	40	TIGR02811	formate dehydrogenase region TAT target
2757590222	585	6	209	1.2e-45	141.9	TIGR00786	TRAP transporter, DctM subunit
2757590234	248	75	240	2.1e-46	143.7	TIGR00093	pseudouridine synthase
2757590236	219	12	212	2.2e-53	166.8	TIGR03292	phosphonate C-P lyase system protein PhnH
2757590237	174	13	165	2.1e-48	150.1	TIGR03293	phosphonate C-P lyase system protein PhnG
2757590241	197	3	180	4.9e-60	188.3	TIGR02322	phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN
2757590244	439	3	438	0.0e+00	535.2	TIGR01026	ATPase, FliI/YscN family
2757590245	150	10	145	2.7e-17	49.6	TIGR02473	flagellar export protein FliJ
2757590249	332	4	332	0.0e+00	428	TIGR01064	pyruvate kinase
2757590257	513	9	511	0.0e+00	431.5	TIGR02395	RNA polymerase sigma-54 factor
2757590260	196	1	196	1.0e-71	226.5	TIGR00615	recombination protein RecR
2757590261	107	1	103	9.5e-34	101.9	TIGR00103	DNA-binding protein, YbaB/EbfC family
2757590262	648	3	362	1.4e-125	405.2	TIGR02397	DNA polymerase III, subunit gamma and tau
2757590269	163	1	121	1.7e-18	52.9	TIGR00738	Rrf2 family protein
2757590272	33	1	31	7.8e-12	31.8	TIGR02385	addiction module toxin, RelE/StbE family
2757590280	165	1	67	5.2e-11	28.8	TIGR02246	conserved hypothetical protein
2757590304	552	7	552	0.0e+00	956.8	TIGR03222	benzoyl-CoA-dihydrodiol lyase
2757590305	475	4	474	0.0e+00	891.4	TIGR03225	benzoyl-CoA oxygenase, B subunit
2757590309	355	16	334	2.1e-42	131.4	TIGR00745	2-dehydropantoate 2-reductase
2757590318	430	17	421	2.5e-114	368.1	TIGR00786	TRAP transporter, DctM subunit
2757590320	234	1	234	3.5e-120	386.5	TIGR01171	ribosomal protein L2, bacterial/organellar
2757590321	92	1	92	1.1e-48	149.8	TIGR01050	ribosomal protein S19, bacterial/organelle
2757590322	109	5	107	3.5e-48	148.4	TIGR01044	ribosomal protein L22, bacterial type
2757590323	292	1	211	7.4e-96	306	TIGR01009	ribosomal protein S3, bacterial type
2757590324	138	2	127	1.0e-61	192.8	TIGR01164	ribosomal protein L16, bacterial/organelle
2757590325	64	5	60	5.9e-19	54.1	TIGR00012	ribosomal protein L29
2757590326	89	9	80	6.0e-36	108.6	TIGR03635	ribosomal protein uS17, bacterial form
2757590337	143	2	118	2.1e-14	40	TIGR00305	putative toxin-antitoxin system toxin component, PIN family
2757590338	635	2	418	0.0e+00	460.1	TIGR01391	DNA primase, catalytic core
2757590339	157	6	105	6.4e-23	67.4	TIGR00253	putative RNA-binding protein, YhbY family
2757590340	158	5	156	2.0e-58	182.9	TIGR01462	transcription elongation factor GreA
2757590341	585	1	565	0.0e+00	682.5	TIGR01369	carbamoyl-phosphate synthase, large subunit
2757590344	833	3	381	5.2e-72	229.4	TIGR02492	flagellar hook-associated protein FlgK
2757590345	304	2	197	1.4e-51	162	TIGR02550	flagellar hook-associated protein 3
2757590358	346	42	345	1.1e-85	273.5	TIGR01254	ABC transporter periplasmic binding protein, thiB subfamily
2757590362	376	27	376	3.6e-121	390.7	TIGR03837	conserved hypothetical protein, PP_1857 family
2757590373	519	9	515	0.0e+00	765.9	TIGR02262	benzoate-CoA ligase family
2757590380	493	3	492	0.0e+00	741.6	TIGR01317	glutamate synthases, NADH/NADPH, small subunit
2757590386	320	283	308	1.3e-10	27.7	TIGR04174	IPTL-CTERM protein sorting domain
2757590387	435	1	435	0.0e+00	543.6	TIGR01278	light-independent protochlorophyllide reductase, B subunit
2757590388	429	22	429	0.0e+00	510.1	TIGR01279	light-independent protochlorophyllide reductase, N subunit
2757590389	167	9	151	6.8e-58	181	TIGR02020	2-vinyl bacteriochlorophyllide hydratase
2757590391	242	33	240	2.7e-48	150.7	TIGR00434	phosophoadenylyl-sulfate reductase (thioredoxin)
2757590406	431	18	426	1.8e-105	339	TIGR00786	TRAP transporter, DctM subunit
2757590409	333	244	330	2.9e-29	87.3	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
2757590414	519	33	519	0.0e+00	554.7	TIGR03904	uncharacterized radical SAM protein YgiQ
2757590421	227	1	227	1.8e-94	302.9	TIGR00065	cell division protein FtsZ
2757590422	409	8	376	0.0e+00	461.2	TIGR01174	cell division protein FtsA
2757590424	324	12	316	5.6e-103	330.2	TIGR01205	D-alanine--D-alanine ligase
2757590434	339	2	337	2.0e-82	262.9	TIGR00247	conserved hypothetical protein, YceG family
2757590435	319	180	246	3.3e-26	77.4	TIGR03317	folate-binding protein YgfZ
2757590436	285	11	127	4.7e-29	87.3	TIGR00051	acyl-CoA thioester hydrolase, YbgC/YbaW family
2757590439	72	1	72	2.3e-34	103.9	TIGR00192	urease, beta subunit
2757590441	100	1	100	9.8e-56	172.5	TIGR00193	urease, gamma subunit
2757590442	426	36	410	0.0e+00	599.8	TIGR03407	urea ABC transporter, urea binding protein
2757590449	449	270	448	9.5e-47	145.3	TIGR00552	NAD+ synthetase
2757590454	234	20	206	8.9e-56	174.4	TIGR00336	orotate phosphoribosyltransferase
2757590455	263	2	259	1.4e-66	211.6	TIGR00195	exodeoxyribonuclease III
2757590455	263	2	260	2.8e-71	227	TIGR00633	exodeoxyribonuclease III (xth)
2757590465	247	84	240	6.9e-36	109.5	TIGR03082	membrane protein AbrB duplication
2757590468	478	33	470	7.2e-88	281.2	TIGR00479	23S rRNA (uracil-5-)-methyltransferase RumA
2757590472	591	11	172	1.8e-53	167.9	TIGR03164	OHCU decarboxylase
2757590472	591	182	586	5.4e-99	318.7	TIGR01879	amidase, hydantoinase/carbamoylase family
2757590476	127	5	120	4.5e-16	45.3	TIGR01550	death-on-curing family protein
2757590481	259	3	259	7.3e-78	247.4	TIGR00755	ribosomal RNA small subunit methyltransferase A
2757590485	233	1	233	4.5e-57	179.1	TIGR00046	RNA methyltransferase, RsmE family
2757590486	477	13	469	0.0e+00	594.2	TIGR00936	adenosylhomocysteinase
2757590487	282	2	243	1.8e-54	170.5	TIGR00478	TlyA family rRNA methyltransferase/putative hemolysin
2757590490	280	26	275	6.6e-89	284.7	TIGR03534	protein-(glutamine-N5) methyltransferase, release factor-specific
2757590490	280	5	280	6.8e-75	238.7	TIGR00536	HemK family putative methylases
2757590491	107	4	105	2.4e-48	148.6	TIGR00365	monothiol glutaredoxin, Grx4 family
2757590493	395	1	391	4.4e-123	398	TIGR00409	prolyl-tRNA synthetase, family II
2757590497	485	1	484	0.0e+00	563.2	TIGR00871	glucose-6-phosphate 1-dehydrogenase
2757590498	315	2	315	0.0e+00	442.2	TIGR00874	transaldolase
2757590500	203	23	203	1.0e-94	302.4	TIGR01323	nitrile hydratase, alpha subunit
2757590501	110	22	105	4.2e-30	90	TIGR00739	preprotein translocase, YajC subunit
2757590502	626	128	596	0.0e+00	480	TIGR01129	protein-export membrane protein SecD
2757590502	626	355	589	7.8e-75	238.4	TIGR00916	protein-export membrane protein, SecD/SecF family
2757590503	316	38	283	5.4e-79	252.4	TIGR00966	protein-export membrane protein SecF
2757590503	316	63	280	4.0e-53	167.4	TIGR00916	protein-export membrane protein, SecD/SecF family
2757590506	161	8	156	4.3e-64	200.9	TIGR00581	molybdenum cofactor biosynthesis protein MoaC
2757590512	345	7	328	0.0e+00	569.2	TIGR02012	protein RecA
2757590516	453	4	447	0.0e+00	475.3	TIGR00089	radical SAM methylthiotransferase, MiaB/RimO family
2757590516	453	4	450	0.0e+00	567.4	TIGR01574	tRNA-N(6)-(isopentenyl)adenosine-37 thiotransferase enzyme MiaB
2757590523	218	6	216	1.9e-64	203.2	TIGR01855	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit
2757590524	246	3	237	2.7e-81	258.6	TIGR00007	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
2757590526	266	1	265	1.7e-115	370.6	TIGR00735	imidazoleglycerol phosphate synthase, cyclase subunit
2757590528	80	3	55	6.4e-14	37.3	TIGR01552	prevent-host-death family protein
2757590529	87	7	86	1.3e-31	94.9	TIGR02116	toxin-antitoxin system, toxin component, Txe/YoeB family
2757590535	76	1	74	3.4e-21	62.8	TIGR02385	addiction module toxin, RelE/StbE family
2757590535	76	1	75	1.3e-21	64.2	TIGR00053	addiction module toxin component, YafQ family
2757590536	93	1	87	3.5e-26	77.5	TIGR02384	addiction module antitoxin, RelB/DinJ family
2757590539	682	68	671	0.0e+00	608.3	TIGR02517	type II secretion system protein D
2757590549	240	1	240	1.0e-121	393.4	TIGR01792	urease, alpha subunit
2757590552	219	19	219	3.1e-98	313.5	TIGR00101	urease accessory protein UreG
2757590560	273	65	208	2.6e-13	37.5	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
2757590560	273	8	261	9.0e-89	284	TIGR01422	phosphonoacetaldehyde hydrolase
2757590564	317	5	304	8.4e-103	330.3	TIGR02424	pca operon transcription factor PcaQ
2757590564	317	6	96	4.1e-09	23.6	TIGR00637	ModE molybdate transport repressor domain
2757590572	254	2	254	3.1e-113	363.3	TIGR02303	4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase, C-terminal subunit
2757590573	489	3	489	0.0e+00	790.1	TIGR02299	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase
2757590576	308	1	282	0.0e+00	442.5	TIGR02298	3,4-dihydroxyphenylacetate 2,3-dioxygenase
2757590578	273	3	273	0.0e+00	433.2	TIGR02312	2-oxo-hepta-3-ene-1,7-dioic acid hydratase
2757590579	417	32	417	0.0e+00	515	TIGR01016	succinyl-CoA synthetase, beta subunit
2757590580	298	3	297	1.4e-125	404.4	TIGR01019	succinyl-CoA synthetase, alpha subunit
2757590581	236	12	193	9.4e-79	249.3	TIGR03717	integral membrane protein, YjbE family
2757590582	160	5	28	1.8e-11	29.8	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2757590585	276	3	275	6.4e-77	244.3	TIGR00507	shikimate dehydrogenase
2757590591	268	2	265	2.1e-82	262.4	TIGR00010	hydrolase, TatD family
2757590594	241	1	234	1.0e-38	119.3	TIGR00035	aspartate racemase
2757590595	347	13	343	1.3e-83	267.9	TIGR01274	1-aminocyclopropane-1-carboxylate deaminase
2757590595	347	20	341	1.7e-101	326.7	TIGR01275	pyridoxal phosphate-dependent enzymes, D-cysteine desulfhydrase family
2757590596	628	1	628	0.0e+00	1001.5	TIGR01345	malate synthase G
2757590606	259	7	246	4.1e-87	277.9	TIGR01469	uroporphyrin-III C-methyltransferase
2757590609	404	6	398	1.6e-117	378.6	TIGR00275	flavoprotein, HI0933 family
2757590611	380	1	374	0.0e+00	500.6	TIGR01326	OAH/OAS sulfhydrylase
2757590615	423	29	288	4.2e-62	196.3	TIGR00765	YihY family inner membrane protein
2757590617	103	7	103	3.9e-28	83.9	TIGR00135	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C subunit
2757590618	491	12	483	0.0e+00	566.6	TIGR00132	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit
2757590619	201	5	201	5.3e-78	248.6	TIGR00133	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit
2757590637	219	1	197	7.6e-40	123	TIGR00080	protein-L-isoaspartate(D-aspartate) O-methyltransferase
2757590639	437	21	437	6.0e-83	265.1	TIGR01844	type I secretion outer membrane protein, TolC family
2757590642	328	4	326	0.0e+00	454.4	TIGR02823	putative quinone oxidoreductase, YhdH/YhfP family
2757590657	184	10	181	1.4e-68	216.3	TIGR01090	adenine phosphoribosyltransferase
2757590658	661	11	290	1.9e-73	233.3	TIGR00932	transporter, monovalent cation:proton antiporter-2 (CPA2) family
2757590659	328	49	318	2.4e-112	360.8	TIGR00393	KpsF/GutQ family protein
2757590660	195	24	177	1.9e-45	140.7	TIGR01670	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase, YrbI family
2757590661	202	16	196	5.7e-44	135.8	TIGR04409	LPS export ABC transporter periplasmic protein LptC
2757590667	401	30	326	8.0e-103	329.7	TIGR02283	lytic murein transglycosylase
2757590670	87	6	59	1.4e-11	29.8	TIGR01552	prevent-host-death family protein
2757590693	222	1	214	1.3e-65	207.1	TIGR00466	3-deoxy-D-manno-octulosonate cytidylyltransferase
2757590694	218	2	213	4.1e-77	244.6	TIGR01351	adenylate kinase
2757590695	223	4	221	1.6e-72	229.4	TIGR00498	SOS regulatory protein LexA
2757590704	322	1	307	5.8e-68	215.2	TIGR01730	RND family efflux transporter, MFP subunit
2757590726	374	1	358	0.0e+00	529.8	TIGR01722	methylmalonic acid semialdehyde dehydrogenase
2757590731	344	35	297	2.9e-62	196.4	TIGR00787	tripartite ATP-independent periplasmic transporter solute receptor, DctP family
2757590732	432	17	427	2.6e-102	328.5	TIGR00786	TRAP transporter, DctM subunit
2757590737	1563	21	530	0.0e+00	623.6	TIGR00630	excinuclease ABC, A subunit
2757590742	287	1	286	1.4e-97	312.3	TIGR03818	flagellar motor stator protein MotA
2757590749	164	1	124	4.5e-25	74.2	TIGR00738	Rrf2 family protein
2757590752	447	2	447	0.0e+00	445.7	TIGR02765	cryptochrome, DASH family
2757590759	324	1	311	5.8e-128	413.6	TIGR03648	probable sodium:solute symporter, VC_2705 subfamily
2757590763	145	2	143	1.1e-58	183	TIGR01088	3-dehydroquinate dehydratase, type II
2757590766	278	1	189	1.5e-76	244	TIGR03904	uncharacterized radical SAM protein YgiQ
2757590767	69	1	69	2.4e-18	52.5	TIGR01352	TonB family C-terminal domain
2757590775	98	1	95	1.2e-17	50.1	TIGR02610	putative polyhydroxyalkanoic acid system protein
2757590777	236	50	234	2.7e-39	121.2	TIGR00157	ribosome small subunit-dependent GTPase A
2757590782	127	1	116	1.0e-52	163.3	TIGR01024	ribosomal protein L19, bacterial type
2757590785	443	71	434	1.4e-121	391.8	TIGR02614	cell division protein FtsW
2757590786	356	1	351	6.1e-105	337	TIGR01133	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
2757590788	320	17	320	4.5e-91	291.5	TIGR00786	TRAP transporter, DctM subunit
2757590790	343	49	306	1.3e-61	194.3	TIGR00787	tripartite ATP-independent periplasmic transporter solute receptor, DctP family
2757590792	424	5	424	3.6e-91	292.6	TIGR00630	excinuclease ABC, A subunit
2757590796	186	2	129	1.8e-15	43.3	TIGR00229	PAS domain S-box
2757590797	235	1	220	1.9e-77	245.6	TIGR02429	3-oxoacid CoA-transferase, A subunit
2757590798	213	3	213	4.9e-97	309.3	TIGR02428	3-oxoacid CoA-transferase, B subunit
2757590799	593	1	593	0.0e+00	1060.1	TIGR00178	isocitrate dehydrogenase, NADP-dependent, monomeric type
2757590801	399	1	392	0.0e+00	578.2	TIGR02049	glutamate--cysteine ligase, T. ferrooxidans family
2757590802	639	106	574	0.0e+00	497	TIGR00794	potassium uptake protein
2757590806	399	14	397	5.2e-71	227	TIGR00710	drug resistance transporter, Bcr/CflA subfamily
2757590806	399	58	193	2.7e-32	98.9	TIGR00880	Multidrug resistance protein
2757590807	194	6	192	1.8e-74	235.5	TIGR02081	methionine biosynthesis protein MetW
