gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2757598635	403	192	323	SUPERFAMILY	SSF111369			
2757598637	235	15	234	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2757598637	235	44	235	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2757598637	235	94	125	ProSiteProfiles	PS51244	IPR015854	ABC transporter, lipoprotein release, LolD	GO:0005524|GO:0016020|GO:0042953|GO:0042954
2757598637	235	157	171	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2757598637	235	14	234	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757598639	323	50	144	SUPERFAMILY	SSF103481			
2757598639	323	194	290	SUPERFAMILY	SSF103481			
2757598641	275	30	92	ProSiteProfiles	PS51077	IPR005471	Transcription regulator IclR, N-terminal	GO:0003677|GO:0006355
2757598641	275	30	120	SMART	SM00346	IPR005471	Transcription regulator IclR, N-terminal	GO:0003677|GO:0006355
2757598641	275	93	275	ProSiteProfiles	PS51078	IPR014757	Transcription regulator IclR, C-terminal	
2757598641	275	32	100	SUPERFAMILY	SSF46785			
2757598641	275	98	272	SUPERFAMILY	SSF55781			
2757598642	258	7	252	SUPERFAMILY	SSF51735			
2757598643	295	3	288	SUPERFAMILY	SSF51556			
2757598644	426	198	294	SMART	SM00922	IPR013342	Mandelate racemase/muconate lactonizing enzyme, C-terminal	
2757598644	426	244	275	ProSitePatterns	PS00909	IPR018110	Mandelate racemase/muconate lactonizing enzyme, conserved site	GO:0009063
2757598644	426	3	137	SUPERFAMILY	SSF54826			
2757598644	426	183	423	SUPERFAMILY	SSF51604			
2757598645	315	31	313	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
2757598647	501	5	242	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2757598647	501	252	497	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2757598647	501	29	219	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2757598647	501	279	482	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2757598647	501	4	493	ProSiteProfiles	PS51254	IPR015861	ABC transporter, ribose import, RbsA	GO:0005524|GO:0008643|GO:0016020|GO:0043211
2757598647	501	4	497	ProSiteProfiles	PS51260	IPR015862	ABC transporter, galactose import, MglA	GO:0005524|GO:0008643|GO:0016020|GO:0043211
2757598647	501	398	412	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2757598647	501	4	228	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757598647	501	268	477	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757598648	253	7	253	SUPERFAMILY	SSF51735			
2757598650	344	2	343	SUPERFAMILY	SSF52768			
2757598651	96	13	79	SUPERFAMILY	SSF47616	IPR010987	Glutathione S-transferase, C-terminal-like	
2757598652	126	3	121	SUPERFAMILY	SSF88723			
2757598654	389	5	378	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2757598654	389	5	383	ProSiteProfiles	PS50850	IPR020846	Major facilitator superfamily domain	
2757598655	543	55	70	ProSitePatterns	PS00301	IPR000795	Elongation factor, GTP-binding domain	GO:0003924|GO:0005525
2757598655	543	257	388	SUPERFAMILY	SSF50447	IPR009000	Translation protein, beta-barrel domain	
2757598655	543	397	469	SUPERFAMILY	SSF54980	IPR009022	Elongation factor G, III-V domain	
2757598655	543	7	274	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757598656	421	9	129	SUPERFAMILY	SSF55298	IPR013813	Endoribonuclease L-PSP/chorismate mutase-like	
2757598656	421	149	282	SUPERFAMILY	SSF55298	IPR013813	Endoribonuclease L-PSP/chorismate mutase-like	
2757598656	421	293	415	SUPERFAMILY	SSF55298	IPR013813	Endoribonuclease L-PSP/chorismate mutase-like	
2757598657	386	9	385	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2757598658	1166	229	340	ProSiteProfiles	PS50007	IPR000909	Phospholipase C, phosphatidylinositol-specific , X domain	
2757598659	140	11	139	SUPERFAMILY	SSF54637			
2757598660	483	12	482	SMART	SM00996	IPR000043	Adenosylhomocysteinase	GO:0004013|GO:0006730
2757598660	483	238	402	SMART	SM00997	IPR015878	S-adenosyl-L-homocysteine hydrolase, NAD binding domain	
2757598660	483	84	98	ProSitePatterns	PS00738	IPR020082	S-adenosyl-L-homocysteine hydrolase, conserved site	GO:0004013|GO:0006730
2757598660	483	260	276	ProSitePatterns	PS00739	IPR020082	S-adenosyl-L-homocysteine hydrolase, conserved site	GO:0004013|GO:0006730
2757598660	483	11	154	SUPERFAMILY	SSF52283			
2757598660	483	190	237	SUPERFAMILY	SSF52283			
2757598660	483	238	402	SUPERFAMILY	SSF51735			
2757598660	483	403	483	SUPERFAMILY	SSF52283			
2757598661	282	1	36	SUPERFAMILY	SSF55174			
2757598661	282	59	146	SUPERFAMILY	SSF53335			
2757598661	282	176	273	SUPERFAMILY	SSF53335			
2757598662	285	5	279	SUPERFAMILY	SSF51730			
2757598663	822	661	673	ProSitePatterns	PS00102	IPR000811	Glycosyl transferase, family 35	GO:0005975|GO:0008184
2757598663	822	17	820	SUPERFAMILY	SSF53756			
2757598664	488	1	35	ProSiteProfiles	PS51257			
2757598664	488	3	486	SUPERFAMILY	SSF53756			
2757598665	429	27	46	ProSitePatterns	PS00808	IPR005836	ADP-glucose pyrophosphorylase, conserved site	GO:0005978|GO:0008878
2757598665	429	114	122	ProSitePatterns	PS00809	IPR005836	ADP-glucose pyrophosphorylase, conserved site	GO:0005978|GO:0008878
2757598665	429	310	415	SUPERFAMILY	SSF51161	IPR011004	Trimeric LpxA-like	
2757598665	429	16	295	SUPERFAMILY	SSF53448			
2757598665	429	345	360	SUPERFAMILY	SSF53448			
2757598666	704	161	573	SMART	SM00642	IPR006589	Glycosyl hydrolase, family 13, subfamily, catalytic domain	GO:0003824|GO:0005975|GO:0043169
2757598666	704	14	141	SUPERFAMILY	SSF81296	IPR014756	Immunoglobulin E-set	
2757598666	704	150	478	SUPERFAMILY	SSF51445	IPR017853	Glycoside hydrolase, superfamily	
2757598666	704	507	580	SUPERFAMILY	SSF51445	IPR017853	Glycoside hydrolase, superfamily	
2757598666	704	597	675	SUPERFAMILY	SSF51011			
2757598667	729	250	621	SMART	SM00642	IPR006589	Glycosyl hydrolase, family 13, subfamily, catalytic domain	GO:0003824|GO:0005975|GO:0043169
2757598667	729	14	118	SUPERFAMILY	SSF81296	IPR014756	Immunoglobulin E-set	
2757598667	729	121	226	SUPERFAMILY	SSF81296	IPR014756	Immunoglobulin E-set	
2757598667	729	233	624	SUPERFAMILY	SSF51445	IPR017853	Glycoside hydrolase, superfamily	
2757598667	729	628	728	SUPERFAMILY	SSF51011			
2757598668	550	22	411	SMART	SM00642	IPR006589	Glycosyl hydrolase, family 13, subfamily, catalytic domain	GO:0003824|GO:0005975|GO:0043169
2757598668	550	13	470	SUPERFAMILY	SSF51445	IPR017853	Glycoside hydrolase, superfamily	
2757598668	550	473	545	SUPERFAMILY	SSF51011			
2757598669	392	11	177	SUPERFAMILY	SSF51735			
2757598669	392	151	331	SUPERFAMILY	SSF55347			
2757598670	277	2	273	SUPERFAMILY	SSF53335			
2757598671	620	68	292	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
2757598671	620	416	601	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
2757598671	620	38	295	SUPERFAMILY	SSF161098			
2757598671	620	371	602	SUPERFAMILY	SSF161098			
2757598672	217	11	214	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2757598672	217	35	216	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2757598672	217	142	156	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2757598672	217	15	207	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757598673	228	68	90	ProSitePatterns	PS00379	IPR000462	CDP-alcohol phosphatidyltransferase	GO:0008654|GO:0016020|GO:0016780
2757598674	753	282	292	ProSitePatterns	PS00076	IPR012999	Pyridine nucleotide-disulphide oxidoreductase, class I, active site	GO:0016668|GO:0055114
2757598674	753	611	732	SUPERFAMILY	SSF55424	IPR016156	FAD/NAD-linked reductase, dimerisation domain	GO:0016491|GO:0050660|GO:0055114
2757598674	753	248	647	SUPERFAMILY	SSF51905			
2757598675	803	605	789	SUPERFAMILY	SSF56042	IPR010918	AIR synthase-related protein, C-terminal domain	
2757598675	803	444	593	SUPERFAMILY	SSF55326	IPR016188	PurM, N-terminal-like	GO:0003824
2757598675	803	9	177	SUPERFAMILY	SSF51905			
2757598675	803	157	250	SUPERFAMILY	SSF51905			
2757598675	803	279	356	SUPERFAMILY	SSF51905			
2757598676	375	39	213	SUPERFAMILY	SSF51905			
2757598676	375	181	268	SUPERFAMILY	SSF51905			
2757598678	409	1	16	ProSiteProfiles	PS51257			
2757598678	409	1	54	SUPERFAMILY	SSF51905			
2757598678	409	115	266	SUPERFAMILY	SSF51905			
2757598678	409	267	352	SUPERFAMILY	SSF54373			
2757598678	409	352	409	SUPERFAMILY	SSF51905			
2757598680	147	80	135	SMART	SM00530	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2757598680	147	81	135	ProSiteProfiles	PS50943	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2757598680	147	82	133	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2757598681	229	1	221	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2757598682	291	165	178	ProSitePatterns	PS00567	IPR006082	Phosphoribulokinase	GO:0005524|GO:0005975|GO:0008974
2757598682	291	3	287	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757598683	363	284	296	ProSitePatterns	PS00124	IPR020548	Fructose-1,6-bisphosphatase, active site	GO:0005975|GO:0042578
2757598683	363	7	342	SUPERFAMILY	SSF56655			
2757598684	239	1	222	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2757598685	321	91	230	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2757598685	321	51	304	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757598686	146	8	144	SUPERFAMILY	SSF55239	IPR000894	Ribulose bisphosphate carboxylase small chain, domain	
2757598686	146	10	109	SMART	SM00961	IPR000894	Ribulose bisphosphate carboxylase small chain, domain	
2757598687	486	153	479	SUPERFAMILY	SSF51649	IPR000685	Ribulose bisphosphate carboxylase, large subunit, C-terminal	GO:0000287
2757598687	486	12	152	SUPERFAMILY	SSF54966	IPR017443	Ribulose bisphosphate carboxylase, large subunit, ferrodoxin-like N-terminal	GO:0015977|GO:0016984
2757598687	486	199	207	ProSitePatterns	PS00157	IPR020878	Ribulose bisphosphate carboxylase, large chain, active site	GO:0000287|GO:0015977|GO:0016984
2757598688	417	3	369	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2757598688	417	187	207	ProSitePatterns	PS00595	IPR020578	Aminotransferase class-V pyridoxal-phosphate binding site	
2757598689	322	1	61	ProSiteProfiles	PS50931	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355
2757598689	322	5	88	SUPERFAMILY	SSF46785			
2757598689	322	94	299	SUPERFAMILY	SSF53850			
2757598691	402	7	170	SUPERFAMILY	SSF51905			
2757598691	402	259	361	SUPERFAMILY	SSF51905			
2757598693	488	29	95	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2757598693	488	34	140	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2757598693	488	170	232	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2757598693	488	288	331	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2757598693	488	289	399	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2757598693	488	290	356	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2757598693	488	415	479	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2757598694	308	178	300	SUPERFAMILY	SSF52242	IPR006158	Cobalamin (vitamin B12)-binding domain	GO:0031419|GO:0046872
2757598694	308	179	308	ProSiteProfiles	PS51332	IPR006158	Cobalamin (vitamin B12)-binding domain	GO:0031419|GO:0046872
2757598695	272	9	209	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2757598695	272	102	108	ProSitePatterns	PS00058	IPR014762	DNA mismatch repair, conserved site	
2757598697	415	20	409	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2757598697	415	34	408	ProSiteProfiles	PS50850	IPR020846	Major facilitator superfamily domain	
2757598698	119	21	114	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
2757598699	461	10	127	SUPERFAMILY	SSF51905			
2757598699	461	184	310	SUPERFAMILY	SSF51905			
2757598700	380	1	34	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2757598703	505	6	237	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2757598703	505	255	501	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2757598703	505	30	216	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2757598703	505	402	416	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2757598703	505	5	223	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757598703	505	256	479	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757598704	499	9	94	ProSiteProfiles	PS51085	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
2757598704	499	10	94	SUPERFAMILY	SSF54292	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
2757598704	499	102	176	SUPERFAMILY	SSF47741	IPR002888	[2Fe-2S]-binding	GO:0016491|GO:0046872|GO:0055114
2757598704	499	381	482	SMART	SM01092	IPR005107	CO dehydrogenase flavoprotein, C-terminal	
2757598704	499	381	486	SUPERFAMILY	SSF55447	IPR005107	CO dehydrogenase flavoprotein, C-terminal	
2757598704	499	48	56	ProSitePatterns	PS00197	IPR006058	2Fe-2S ferredoxin, iron-sulphur binding site	GO:0051537
2757598704	499	202	373	SUPERFAMILY	SSF56176	IPR016166	FAD-binding, type 2	GO:0003824|GO:0016614|GO:0050660|GO:0055114
2757598704	499	203	376	ProSiteProfiles	PS51387	IPR016166	FAD-binding, type 2	GO:0003824|GO:0016614|GO:0050660|GO:0055114
2757598705	783	12	140	SUPERFAMILY	SSF54665	IPR000674	Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead	
2757598705	783	32	139	SMART	SM01008	IPR000674	Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead	
2757598705	783	139	782	SUPERFAMILY	SSF56003	IPR008274	Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding	GO:0016491|GO:0055114
2757598706	439	10	438	SUPERFAMILY	SSF82544			
2757598707	470	4	60	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2757598707	470	392	467	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2757598707	470	60	391	SUPERFAMILY	SSF51556			
2757598709	238	8	238	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2757598709	238	32	224	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2757598709	238	139	153	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2757598709	238	8	234	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2757598713	313	1	30	ProSiteProfiles	PS51257			
2757598714	117	3	117	SUPERFAMILY	SSF49472	IPR023416	Transthyretin/hydroxyisourate hydrolase, superfamily	
2757598714	117	6	21	ProSitePatterns	PS00768	IPR023418	Transthyretin, thyroxine binding site	
2757598714	117	100	112	ProSitePatterns	PS00769	IPR023419	Transthyretin, conserved site	
2757598715	320	73	299	ProSiteProfiles	PS51677	IPR002509	Polysaccharide deacetylase	GO:0005975|GO:0016810
2757598715	320	10	313	SUPERFAMILY	SSF88713	IPR011330	Glycoside hydrolase/deacetylase, beta/alpha-barrel	GO:0003824|GO:0005975
2757598716	593	390	500	SUPERFAMILY	SSF55031	IPR011650	Peptidase M20, dimerisation domain	
2757598716	593	2	170	SUPERFAMILY	SSF158694			
2757598716	593	179	399	SUPERFAMILY	SSF53187			
2757598716	593	511	584	SUPERFAMILY	SSF53187			
2757598717	409	90	99	ProSitePatterns	PS00758	IPR001261	ArgE/DapE/ACY1/CPG2/YscS, conserved site	GO:0006508|GO:0008237
2757598717	409	197	311	SUPERFAMILY	SSF55031	IPR011650	Peptidase M20, dimerisation domain	
2757598717	409	7	196	SUPERFAMILY	SSF53187			
2757598717	409	321	408	SUPERFAMILY	SSF53187			
2757598719	548	47	167	SUPERFAMILY	SSF81324			
2757598719	548	199	423	SUPERFAMILY	SSF81324			
2757598720	301	22	245	SUPERFAMILY	SSF81324			
2757598721	317	34	254	SUPERFAMILY	SSF81324			
2757598721	317	256	308	SUPERFAMILY	SSF158682			
2757598725	309	1	196	SUPERFAMILY	SSF53328	IPR002376	Formyl transferase, N-terminal	GO:0009058|GO:0016742
2757598725	309	204	308	SUPERFAMILY	SSF50486	IPR011034	Formyl transferase, C-terminal-like	GO:0003824
2757598726	415	1	415	SUPERFAMILY	SSF89796	IPR023606	CoA-transferase family III domain	
2757598727	578	19	189	SUPERFAMILY	SSF52518			
2757598727	578	206	361	SUPERFAMILY	SSF52467			
2757598727	578	380	562	SUPERFAMILY	SSF52518			
2757598728	103	34	94	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2757598729	128	7	123	ProSiteProfiles	PS51459	IPR003812	Fido domain	
2757598729	128	52	94	SUPERFAMILY	SSF140931	IPR003812	Fido domain	
2757598730	188	7	71	SMART	SM00988	IPR004029	UreE urease accessory, N-terminal	GO:0006461|GO:0016151|GO:0019627
2757598730	188	19	77	SUPERFAMILY	SSF69287	IPR004029	UreE urease accessory, N-terminal	GO:0006461|GO:0016151|GO:0019627
2757598730	188	87	148	SUPERFAMILY	SSF69737	IPR007864	UreE urease accessory, C-terminal	GO:0006461|GO:0016151|GO:0019627
2757598732	202	1	45	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2757598732	202	32	194	SUPERFAMILY	SSF50022	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2757598732	202	114	193	ProSiteProfiles	PS51296	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2757598733	377	18	230	ProSiteProfiles	PS51002	IPR005797	Cytochrome b/b6, N-terminal	GO:0009055|GO:0016020|GO:0016491
2757598733	377	240	377	ProSiteProfiles	PS51003	IPR005798	Cytochrome b/b6, C-terminal	GO:0009055|GO:0016020|GO:0016491
2757598733	377	294	364	SUPERFAMILY	SSF81648	IPR005798	Cytochrome b/b6, C-terminal	GO:0009055|GO:0016020|GO:0016491
2757598733	377	24	293	SUPERFAMILY	SSF81342	IPR016174	Di-haem cytochrome, transmembrane	GO:0016020|GO:0022904
2757598734	272	24	266	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
2757598737	264	2	259	SMART	SM00752	IPR011020	HTTM	
2757598739	596	32	541	SUPERFAMILY	SSF53649	IPR017850	Alkaline-phosphatase-like, core domain	GO:0003824|GO:0008152
2757598739	596	77	89	ProSitePatterns	PS00523	IPR024607	Sulfatase, conserved site	
2757598739	596	133	143	ProSitePatterns	PS00149	IPR024607	Sulfatase, conserved site	
2757598741	644	268	371	ProSiteProfiles	PS50198	IPR000297	Peptidyl-prolyl cis-trans isomerase, PpiC-type	GO:0016853
2757598741	644	41	169	SUPERFAMILY	SSF109998	IPR027304	Trigger factor/SurA domain	
2757598741	644	203	241	SUPERFAMILY	SSF109998	IPR027304	Trigger factor/SurA domain	
2757598741	644	263	371	SUPERFAMILY	SSF54534			
2757598743	191	54	76	ProSitePatterns	PS00379	IPR000462	CDP-alcohol phosphatidyltransferase	GO:0008654|GO:0016020|GO:0016780
2757598744	660	22	100	ProSiteProfiles	PS50164	IPR000305	GIY-YIG nuclease superfamily	
2757598744	660	23	104	SMART	SM00465	IPR000305	GIY-YIG nuclease superfamily	
2757598744	660	23	106	SUPERFAMILY	SSF82771	IPR000305	GIY-YIG nuclease superfamily	
2757598744	660	281	533	ProSiteProfiles	PS50165	IPR001162	UvrC family homology region	
2757598744	660	217	269	SUPERFAMILY	SSF46600	IPR001943	UVR domain	GO:0005515
2757598744	660	230	265	ProSiteProfiles	PS50151	IPR001943	UVR domain	GO:0005515
2757598744	660	607	626	SMART	SM00278	IPR003583	Helix-hairpin-helix DNA-binding motif, class 1	GO:0003677|GO:0006281
2757598744	660	639	658	SMART	SM00278	IPR003583	Helix-hairpin-helix DNA-binding motif, class 1	GO:0003677|GO:0006281
2757598744	660	571	660	SUPERFAMILY	SSF47781	IPR010994	RuvA domain 2-like	
2757598746	184	1	63	SUPERFAMILY	SSF50104	IPR008991	Translation protein SH3-like domain	
2757598746	184	65	126	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2757598746	184	128	184	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2757598746	184	149	168	ProSitePatterns	PS01275	IPR013852	Translation elongation factor P/YeiP, conserved site	
2757598746	184	128	183	SMART	SM00841	IPR015365	Elongation factor P, C-terminal	GO:0005737|GO:0043043
2757598747	389	9	388	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2757598747	389	1	389	ProSiteProfiles	PS50850	IPR020846	Major facilitator superfamily domain	
2757598748	473	41	205	SUPERFAMILY	SSF58113			
2757598749	317	3	141	SUPERFAMILY	SSF51735			
2757598749	317	127	261	SUPERFAMILY	SSF55347			
2757598750	286	2	283	SUPERFAMILY	SSF53213	IPR004183	Extradiol ring-cleavage dioxygenase, class III enzyme, subunit B	GO:0006725|GO:0008198|GO:0016491
2757598751	144	4	127	SUPERFAMILY	SSF48076	IPR011986	Extradiol ring-cleavage dioxygenase LigAB, LigA subunit	
2757598752	310	29	305	SUPERFAMILY	SSF51556			
2757598753	330	190	298	SUPERFAMILY	SSF48179	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	GO:0055114
2757598753	330	12	185	SUPERFAMILY	SSF51735			
2757598754	228	25	186	SUPERFAMILY	SSF89562	IPR005493	Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase	
2757598755	342	1	334	SUPERFAMILY	SSF51556			
2757598756	403	9	178	SUPERFAMILY	SSF51905			
2757598756	403	181	281	SUPERFAMILY	SSF54373			
2757598756	403	280	395	SUPERFAMILY	SSF51905			
2757598760	374	3	170	SUPERFAMILY	SSF54506			
2757598760	374	174	369	SUPERFAMILY	SSF54506			
2757598761	306	1	58	ProSiteProfiles	PS50931	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355
2757598761	306	1	110	SUPERFAMILY	SSF46785			
2757598761	306	89	292	SUPERFAMILY	SSF53850			
2757598762	330	152	180	ProSitePatterns	PS00065	IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding	GO:0016616|GO:0048037|GO:0055114
2757598762	330	231	247	ProSitePatterns	PS00671	IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding	GO:0016616|GO:0048037|GO:0055114
2757598762	330	5	138	SUPERFAMILY	SSF52283			
2757598762	330	104	292	SUPERFAMILY	SSF51735			
2757598763	235	10	233	SUPERFAMILY	SSF55469	IPR000415	Nitroreductase-like	GO:0016491
2757598764	147	9	142	SUPERFAMILY	SSF54637			
2757598766	355	95	350	SUPERFAMILY	SSF52151	IPR016035	Acyl transferase/acyl hydrolase/lysophospholipase	GO:0008152
