gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2757598746	184	94.02	1	184	1	184	1.3e-126	401	KO:K02356	elongation factor P		Yes
2757598748	473	75.9	1	467	1	460	0.0e+00	756	KO:K09760	DNA recombination protein RmuC		Yes
2757598749	317	87.58	1	314	1	314	0.0e+00	642	KO:K10219	2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312]	EC:1.1.1.312	Yes
2757598750	286	86.22	1	283	1	283	0.0e+00	592	KO:K04101	protocatechuate 4,5-dioxygenase, beta chain [EC:1.13.11.8]	EC:1.13.11.8	Yes
2757598751	144	88.11	1	143	1	143	6.4e-91	295	KO:K04100	protocatechuate 4,5-dioxygenase, alpha chain [EC:1.13.11.8]	EC:1.13.11.8	Yes
2757598752	310	83.33	1	306	1	312	0.0e+00	634	KO:K10221	2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]	EC:3.1.1.57	Yes
2757598753	330	63.02	9	319	7	302	0.0e+00	428	KO:K00020	3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	EC:1.1.1.31	Yes
2757598754	228	79.02	5	228	4	227	1.3e-124	400	KO:K10218	4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]	EC:4.1.3.17	Yes
2757598755	342	91.52	1	342	1	342	0.0e+00	758	KO:K10220	4-oxalmesaconate hydratase [EC:4.2.1.83]	EC:4.2.1.83	Yes
2757598756	403	75.06	4	400	2	398	0.0e+00	694	KO:K00481	p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]	EC:1.14.13.2	Yes
2757598760	374	75.2	4	370	2	358	0.0e+00	618	KO:K16514	4-oxalomesaconate tautomerase [EC:5.3.2.8]	EC:5.3.2.8	Yes
2757598761	306	65.56	1	302	1	296	0.0e+00	427	KO:K19338	LysR family transcriptional regulator, nitrogen assimilation regulatory protein		Yes
2757598762	330	77.09	5	327	2	324	0.0e+00	578	KO:K00090	gluconate 2-dehydrogenase [EC:1.1.1.215]	EC:1.1.1.215	Yes
2757598764	147	70	3	142	24	163	1.2e-69	235	KO:K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]	EC:3.1.2.-	Yes
2757598766	355	65.69	79	352	48	321	1.0e-120	401	KO:K07001	NTE family protein		Yes
2757598769	384	60.5	24	384	3	364	0.0e+00	502	KO:K01207	beta-N-acetylhexosaminidase [EC:3.2.1.52]	EC:3.2.1.52	Yes
2757598770	156	73.91	1	138	1	138	9.8e-75	251	KO:K00997	holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	EC:2.7.8.7	Yes
2757598771	252	75.51	6	250	3	247	0.0e+00	429	KO:K03474	pyridoxine 5-phosphate synthase [EC:2.6.99.2]	EC:2.6.99.2	Yes
2757598772	249	72.58	1	248	1	248	0.0e+00	421	KO:K03584	DNA repair protein RecO (recombination protein O)		Yes
2757598773	343	92.06	29	343	1	314	0.0e+00	649	KO:K03595	GTPase		Yes
2757598774	230	72.97	5	226	5	226	7.8e-112	364	KO:K03685	ribonuclease III [EC:3.1.26.3]	EC:3.1.26.3	Yes
2757598775	321	74.45	1	321	1	321	0.0e+00	584	KO:K03100	signal peptidase I [EC:3.4.21.89]	EC:3.4.21.89	Yes
2757598776	603	90.22	1	603	1	603	0.0e+00	1240	KO:K03596	GTP-binding protein LepA		Yes
2757598777	490	72.48	22	489	20	492	0.0e+00	742	KO:K04771	serine protease Do [EC:3.4.21.107]	EC:3.4.21.107	Yes
2757598778	414	84.02	1	413	1	413	0.0e+00	809	KO:K09458	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	EC:2.3.1.179	Yes
2757598779	79	93.67	1	79	1	79	7.1e-47	164	KO:K02078	acyl carrier protein		Yes
2757598780	248	78.23	1	248	1	248	0.0e+00	448	KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	Yes
2757598781	301	70.33	1	300	16	315	0.0e+00	474	KO:K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	EC:2.3.1.39	Yes
2757598782	325	76.92	1	325	1	325	0.0e+00	568	KO:K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	EC:2.3.1.180	Yes
2757598783	344	75.89	1	336	1	336	0.0e+00	572	KO:K03621	glycerol-3-phosphate acyltransferase PlsX [EC:2.3.1.15]	EC:2.3.1.15	Yes
2757598784	60	95	1	60	1	60	7.2e-37	134	KO:K02911	large subunit ribosomal protein L32		Yes
2757598785	180	46.67	1	179	1	180	2.2e-48	179	KO:K07040	uncharacterized protein		Yes
2757598786	200	63.92	6	199	25	218	1.8e-82	277	KO:K06287	septum formation protein		Yes
2757598787	262	66.15	7	261	5	261	1.2e-113	372	KO:K07056	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	EC:2.1.1.198	Yes
2757598788	340	73.4	29	340	47	356	0.0e+00	521	KO:K04773	protease IV [EC:3.4.21.-]	EC:3.4.21.-	Yes
2757598790	222	74.07	7	222	13	228	5.5e-114	369	KO:K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	EC:3.1.3.18	Yes
2757598791	371	66.67	1	354	1	345	0.0e+00	506	KO:K06179	23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]	EC:5.4.99.24	Yes
2757598792	997	68.97	1	995	1	1000	0.0e+00	1440	KO:K08300	ribonuclease E [EC:3.1.26.12]	EC:3.1.26.12	Yes
2757598793	411	49.14	2	410	1	409	0.0e+00	444	KO:K02498	HemY protein		Yes
2757598794	349	60.98	4	349	29	369	0.0e+00	431	KO:K02496	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	EC:2.1.1.107	Yes
2757598795	275	48.39	1	275	1	275	1.2e-73	259	KO:K01719	uroporphyrinogen-III synthase [EC:4.2.1.75]	EC:4.2.1.75	Yes
2757598796	290	74.48	1	286	20	305	0.0e+00	476	KO:K01749	hydroxymethylbilane synthase [EC:2.5.1.61]	EC:2.5.1.61	Yes
2757598798	643	43.06	1	641	88	732	0.0e+00	567	KO:K07303	isoquinoline 1-oxidoreductase, beta subunit [EC:1.3.99.16]	EC:1.3.99.16	Yes
2757598799	296	69.49	1	295	1	295	0.0e+00	486	KO:K01061	carboxymethylenebutenolidase [EC:3.1.1.45]	EC:3.1.1.45	Yes
2757598800	230	78.7	1	230	1	230	0.0e+00	437	KO:K01061	carboxymethylenebutenolidase [EC:3.1.1.45]	EC:3.1.1.45	Yes
2757598805	233	51.97	1	229	1	229	6.2e-74	257	KO:K02020	molybdate transport system substrate-binding protein		Yes
2757598806	283	76.64	10	281	4	271	0.0e+00	465	KO:K01692	enoyl-CoA hydratase [EC:4.2.1.17]	EC:4.2.1.17	Yes
2757598812	260	83.08	1	260	1	260	0.0e+00	516	KO:K00540			Yes
2757598813	565	83.27	1	565	1	566	0.0e+00	1150	KO:K00311	electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]	EC:1.5.5.1	Yes
2757598816	524	69.85	1	524	1	516	0.0e+00	863	KO:K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]	EC:6.2.1.3	Yes
2757598817	467	66.74	8	437	8	440	0.0e+00	649	KO:K05603	formimidoylglutamate deiminase [EC:3.5.3.13]	EC:3.5.3.13	Yes
2757598818	279	70.43	11	267	28	284	0.0e+00	428	KO:K01458	N-formylglutamate deformylase [EC:3.5.1.68]	EC:3.5.1.68	Yes
2757598819	404	65.5	4	401	8	404	0.0e+00	548	KO:K01468	imidazolonepropionase [EC:3.5.2.7]	EC:3.5.2.7	Yes
2757598820	198	48.97	1	194	1	184	1.6e-55	201	KO:K09975	uncharacterized protein		Yes
2757598821	236	66.23	6	236	6	236	8.3e-105	344	KO:K05836	GntR family transcriptional regulator, histidine utilization repressor		Yes
2757598822	572	86.29	1	569	1	569	0.0e+00	1180	KO:K01712	urocanate hydratase [EC:4.2.1.49]	EC:4.2.1.49	Yes
2757598823	516	78.4	7	516	3	516	0.0e+00	869	KO:K01745	histidine ammonia-lyase [EC:4.3.1.3]	EC:4.3.1.3	Yes
2757598824	274	65.69	1	273	1	274	6.5e-130	420	KO:K02030	polar amino acid transport system substrate-binding protein		Yes
2757598825	213	65.53	1	206	1	206	4.2e-90	300	KO:K02029	polar amino acid transport system permease protein		Yes
2757598826	222	61.19	1	219	1	219	2.5e-100	330	KO:K02029	polar amino acid transport system permease protein		Yes
2757598827	269	75.68	10	268	4	262	0.0e+00	449	KO:K02028	polar amino acid transport system ATP-binding protein [EC:3.6.3.21]	EC:3.6.3.21	Yes
2757598829	371	70.56	8	367	11	370	0.0e+00	594	KO:K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	EC:2.6.1.9	Yes
2757598830	358	67.15	1	343	1	344	0.0e+00	567	KO:K03862	vanillate O-demethylase monooxygenase subunit [EC:1.14.13.82]	EC:1.14.13.82	Yes
2757598839	233	79.83	1	233	1	233	8.2e-125	401	KO:K02039	phosphate transport system protein		Yes
2757598840	243	79.06	1	233	1	234	0.0e+00	420	KO:K07657	two-component system, OmpR family, phosphate regulon response regulator PhoB		Yes
2757598841	397	62.95	1	383	59	444	0.0e+00	529	KO:K07636	two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]	EC:2.7.13.3	Yes
2757598842	365	73.42	1	365	3	367	0.0e+00	636	KO:K06916	cell division protein ZapE		Yes
2757598844	688	48.73	21	682	11	668	0.0e+00	682	KO:K03722	ATP-dependent DNA helicase DinG [EC:3.6.4.12]	EC:3.6.4.12	Yes
2757598845	288	67.07	16	264	13	261	1.4e-119	392	KO:K05807	outer membrane protein assembly factor BamD		Yes
2757598846	344	60.18	12	340	16	337	0.0e+00	441	KO:K06180	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	EC:5.4.99.23	Yes
2757598847	232	64.42	3	210	2	208	4.4e-88	296	KO:K06024	segregation and condensation protein B		Yes
2757598848	485	68.73	103	477	129	515	0.0e+00	582	KO:K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	EC:5.4.99.22	Yes
2757598849	141	88.65	1	141	1	141	9.2e-88	286	KO:K00940	nucleoside-diphosphate kinase [EC:2.7.4.6]	EC:2.7.4.6	Yes
2757598850	388	75.52	1	382	1	381	0.0e+00	666	KO:K06941	23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	EC:2.1.1.192	Yes
2757598851	273	50.2	27	273	15	269	2.8e-80	278	KO:K02656	type IV pilus assembly protein PilF		Yes
2757598852	302	35.53	15	300	9	311	3.2e-34	144	KO:K15539	cytoskeleton protein RodZ		Yes
2757598853	421	79.95	7	420	9	422	0.0e+00	773	KO:K03526	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	EC:1.17.7.1	Yes
2757598853	421	79.95	7	420	9	422	0.0e+00	773	KO:K03526	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	EC:1.17.7.3	Yes
2757598854	437	71.73	9	435	11	438	0.0e+00	699	KO:K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	EC:6.1.1.21	Yes
2757598857	445	81.08	1	444	1	444	0.0e+00	830	KO:K03977	GTPase		Yes
2757598858	97	85.88	11	95	14	98	4.7e-48	170	KO:K03666	host factor-I protein		Yes
2757598859	376	78.09	1	356	17	372	0.0e+00	620	KO:K03665	GTPase		Yes
2757598860	469	68.38	12	469	16	464	0.0e+00	699	KO:K04088	membrane protease subunit HflK [EC:3.4.-.-]	EC:3.4.-	Yes
2757598861	300	89.56	1	297	1	297	0.0e+00	598	KO:K04087	membrane protease subunit HflC [EC:3.4.-.-]	EC:3.4.-	Yes
2757598862	382	70.94	1	382	1	382	0.0e+00	620	KO:K02502	ATP phosphoribosyltransferase regulatory subunit		Yes
2757598863	458	84.46	1	457	1	457	0.0e+00	913	KO:K01939	adenylosuccinate synthase [EC:6.3.4.4]	EC:6.3.4.4	Yes
2757598864	174	90.23	1	174	1	174	6.8e-117	372	KO:K07101	uncharacterized protein		Yes
2757598865	400	68.59	1	396	1	397	0.0e+00	648	KO:K01760	cystathionine beta-lyase [EC:4.4.1.8]	EC:4.4.1.8	Yes
2757598866	150	64.43	1	149	30	178	1.6e-69	235	KO:K07043	uncharacterized protein		Yes
2757598867	515	78.5	9	515	12	518	0.0e+00	921	KO:K04567	lysyl-tRNA synthetase, class II [EC:6.1.1.6]	EC:6.1.1.6	Yes
2757598868	189	58.6	1	186	1	186	3.0e-72	248	KO:K02221	YggT family protein		Yes
2757598869	290	88.24	1	289	1	289	0.0e+00	589	KO:K01963	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2]	EC:6.4.1.2	Yes
2757598870	273	77.94	1	272	1	272	0.0e+00	487	KO:K01695	tryptophan synthase alpha chain [EC:4.2.1.20]	EC:4.2.1.20	Yes
2757598871	433	87.26	1	424	1	423	0.0e+00	872	KO:K01696	tryptophan synthase beta chain [EC:4.2.1.20]	EC:4.2.1.20	Yes
2757598872	238	69.26	10	238	14	241	2.6e-105	346	KO:K01817	phosphoribosylanthranilate isomerase [EC:5.3.1.24]	EC:5.3.1.24	Yes
2757598873	260	67.69	1	260	1	260	0.0e+00	435	KO:K06173	tRNA pseudouridine38-40 synthase [EC:5.4.99.12]	EC:5.4.99.12	Yes
2757598874	756	33.33	15	628	15	649	1.8e-78	293	KO:K08086	pilus assembly protein FimV		Yes
2757598875	372	75.81	4	371	3	374	0.0e+00	654	KO:K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	EC:1.2.1.11	Yes
2757598876	157	63.58	1	151	1	151	2.3e-66	228	KO:K07006	uncharacterized protein		Yes
2757598877	361	86.67	1	360	1	360	0.0e+00	716	KO:K00052	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	EC:1.1.1.85	Yes
2757598878	214	85.51	1	214	1	214	0.0e+00	451	KO:K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.33	Yes
2757598878	214	85.51	1	214	1	214	0.0e+00	451	KO:K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.35	Yes
2757598879	483	88.2	1	483	1	483	0.0e+00	992	KO:K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.33	Yes
2757598879	483	88.2	1	483	1	483	0.0e+00	992	KO:K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.35	Yes
2757598880	436	89.68	1	436	1	436	0.0e+00	926	KO:K01647	citrate synthase [EC:2.3.3.1]	EC:2.3.3.1	Yes
2757598881	94	59.57	5	91	6	99	2.0e-28	114	KO:K09159	antitoxin CptB		Yes
2757598882	234	91.45	1	234	1	234	0.0e+00	521	KO:K00240	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	EC:1.3.5.1	Yes
2757598882	234	91.45	1	234	1	234	0.0e+00	521	KO:K00240	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	EC:1.3.5.4	Yes
2757598883	596	88.47	7	596	9	598	0.0e+00	1230	KO:K00239	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	EC:1.3.5.1	Yes
2757598883	596	88.47	7	596	9	598	0.0e+00	1230	KO:K00239	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	EC:1.3.5.4	Yes
2757598884	121	79.34	1	121	1	121	9.0e-75	247	KO:K00242	succinate dehydrogenase / fumarate reductase, membrane anchor subunit		Yes
2757598885	147	77.03	1	147	1	148	7.5e-76	253	KO:K00241	succinate dehydrogenase / fumarate reductase, cytochrome b subunit		Yes
2757598886	272	75.2	18	271	1	254	0.0e+00	437	KO:K03710	GntR family transcriptional regulator		Yes
2757598887	328	93.29	1	328	1	328	0.0e+00	701	KO:K00024	malate dehydrogenase [EC:1.1.1.37]	EC:1.1.1.37	Yes
2757598888	339	62.8	3	338	2	327	0.0e+00	465	KO:K01644	citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]	EC:4.1.3.34	Yes
2757598889	863	92.93	1	863	1	863	0.0e+00	1830	KO:K01682	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	EC:4.2.1.3	Yes
2757598889	863	92.93	1	863	1	863	0.0e+00	1830	KO:K01682	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	EC:4.2.1.99	Yes
2757598897	265	48.57	23	264	42	284	1.9e-63	229	KO:K01617	2-oxo-3-hexenedioate decarboxylase [EC:4.1.1.77]	EC:4.1.1.77	Yes
