gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2757602107	363	4	239	2	93	1.8e-22	79.5	pfam01926	MMR_HSR1	114
2757602107	363	279	362	1	83	1.6e-36	124.2	pfam06071	YchF-GTPase_C	84
2757602108	157	33	154	15	116	5.5e-11	42.9	pfam09335	SNARE_assoc	120
2757602109	343	13	323	2	302	1.1e-101	339.9	pfam01207	Dus	310
2757602110	77	33	74	5	40	9.1e-12	44.5	pfam02954	HTH_8	42
2757602111	524	12	127	1	94	4.2e-28	97.2	pfam02142	MGS	95
2757602111	524	132	455	1	295	4.2e-113	377.6	pfam01808	AICARFT_IMPCHas	295
2757602114	389	16	134	3	130	8.2e-25	87.2	pfam13173	AAA_14	131
2757602114	389	175	334	1	122	1.8e-30	105.4	pfam13635	DUF4143	122
2757602115	142	8	127	6	118	1.2e-15	57.7	pfam13474	SnoaL_3	121
2757602116	177	1	170	1	176	3.8e-59	199.4	pfam11161	DUF2944	176
2757602117	196	105	180	3	67	3.4e-13	49.6	pfam13442	Cytochrome_CBB3	67
2757602119	311	6	65	1	60	1.9e-22	78.9	pfam00126	HTH_1	60
2757602119	311	89	296	4	208	1.2e-46	158.6	pfam03466	LysR_substrate	209
2757602120	155	48	155	2	100	1.9e-35	121.5	pfam02788	RuBisCO_large_N	120
2757602121	308	29	308	2	279	4.8e-84	282.8	pfam01019	G_glu_transpept	512
2757602122	100	3	95	1	94	9.1e-34	115.6	pfam07045	DUF1330	94
2757602123	388	7	126	1	120	9.2e-24	84.1	pfam01118	Semialdhyde_dh	121
2757602123	388	148	372	3	184	5.0e-46	157	pfam02774	Semialdhyde_dhC	184
2757602125	269	7	101	5	106	2.4e-06	27.8	pfam01416	PseudoU_synth_1	108
2757602125	269	142	249	1	107	3.9e-26	91.5	pfam01416	PseudoU_synth_1	108
2757602126	50	6	50	1	43	1.2e-06	28.3	pfam00697	PRAI	194
2757602127	125	4	55	2	47	1.8e-17	62.6	pfam16320	Ribosomal_L12_N	48
2757602127	125	59	125	1	67	1.4e-30	105.3	pfam00542	Ribosomal_L12	67
2757602128	166	3	100	2	100	6.7e-22	77.4	pfam00466	Ribosomal_L10	100
2757602129	230	28	219	2	205	8.0e-48	162.7	pfam00687	Ribosomal_L1	205
2757602130	144	9	67	1	58	5.1e-28	96.5	pfam03946	Ribosomal_L11_N	58
2757602130	144	72	140	1	70	7.2e-23	80.8	pfam00298	Ribosomal_L11	70
2757602131	194	20	125	1	94	5.5e-26	90.8	pfam02357	NusG	95
2757602131	194	143	178	1	31	2.2e-06	27.3	pfam00467	KOW	32
2757602132	127	68	121	2	51	4.9e-16	58.2	pfam00584	SecE	54
2757602134	32	1	31	75	110	1.7e-09	37.8	pfam03143	GTP_EFTU_D3	111
2757602135	204	7	204	3	204	8.4e-31	106.9	pfam00749	tRNA-synt_1c	314
2757602136	48	12	47	2	39	7.6e-09	35.5	pfam00556	LHC	39
2757602137	63	4	41	3	39	7.9e-08	32.2	pfam00556	LHC	39
2757602138	454	55	454	1	400	0.0e+00	505.2	pfam03209	PUCC	401
2757602139	349	6	71	1	64	5.9e-15	55.1	pfam13450	NAD_binding_8	68
2757602139	349	97	346	200	447	1.9e-05	24	pfam01593	Amino_oxidase	451
