gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2737825953	364	46.09	1	364	1	359	6.0e-102	364	COG0787	Alanine racemase	360
2737825954	456	43.1	39	443	11	391	5.0e-102	365	COG4222	Uncharacterized conserved protein	391
2737825955	211	21.67	3	205	7	208	7.0e-31	127	COG0586	Uncharacterized membrane protein DedA, SNARE-associated domain	208
2737825956	297	23.96	15	296	13	288	6.0e-08	51.7	COG2962	Uncharacterized membrane protein RarD, contains two EamA domains	293
2737825957	161	60.38	1	159	3	161	5.0e-70	256	COG0386	Glutathione peroxidase, house-cleaning role in reducing lipid peroxides	162
2737825959	85	73.75	1	80	1	80	7.0e-26	108	COG3813	Uncharacterized protein	84
2737825960	98	26.74	1	84	1	85	2.0e-08	50.7	COG2350	Uncharacterized conserved protein YciI, contains a putative active-site phosphohistidine	92
2737825961	412	29.25	18	410	4	385	2.0e-61	229	COG0247	Fe-S oxidoreductase	388
2737825962	381	24.76	8	381	44	458	5.0e-35	142	COG0277	FAD/FMN-containing dehydrogenase	459
2737825964	392	35.39	57	355	21	307	5.0e-55	208	COG3386	Sugar lactone lactonase YvrE	307
2737825965	353	42.61	5	353	1	345	1.0e-98	353	COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase	396
2737825966	504	50.31	1	484	4	468	0.0e+00	591	COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	470
2737825967	165	28.3	8	165	5	162	4.0e-10	57.6	COG1286	Uncharacterized membrane protein, required for colicin V production	182
2737825968	163	21.6	2	162	65	223	5.0e-05	40.8	COG3147	Cell division protein DedD (periplasmic protein involved in septation)	226
2737825970	207	35.52	1	180	1	181	4.0e-44	171	COG4665	TRAP-type mannitol/chloroaromatic compound transport system, small permease component	182
2737825971	351	38.14	3	333	29	357	3.0e-97	348	COG4663	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component	363
2737825972	208	26	19	207	9	199	2.0e-23	102	COG3381	Cytoplasmic chaperone TorD involved in molybdoenzyme TorA maturation	204
2737825978	218	49.07	5	218	3	204	6.0e-74	270	COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	204
2737825979	246	52.67	1	243	2	240	4.0e-79	287	COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	241
2737825980	285	32.73	10	275	19	277	8.0e-39	154	COG0676	D-hexose-6-phosphate mutarotase	287
2737825981	266	62.41	1	266	1	255	7.0e-109	386	COG0107	Imidazole glycerol phosphate synthase subunit HisF	256
2737825982	259	26.34	24	181	41	226	2.0e-20	92.6	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	238
2737825983	80	37.35	1	80	3	85	2.0e-11	60.8	COG2161	Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family	86
2737825984	87	39.29	5	86	3	84	4.0e-15	73	COG4115	Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family	84
2737825989	704	42.39	1	695	31	700	0.0e+00	760	COG0317	(p)ppGpp synthase/hydrolase, HD superfamily	701
2737825990	188	39.87	30	181	1	151	2.0e-31	128	COG0782	Transcription elongation factor, GreA/GreB family	151
2737825992	505	29.94	14	505	17	554	4.0e-74	272	COG0747	ABC-type transport system, periplasmic component	556
2737825995	800	59.76	298	800	1	507	0.0e+00	651	COG0532	Translation initiation factor IF-2, a GTPase	509
2737825996	124	42.48	12	121	6	118	1.0e-25	108	COG0858	Ribosome-binding factor A	118
2737825998	217	46.76	1	215	19	229	7.0e-57	213	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2737825999	463	27.71	134	451	1	321	1.0e-32	134	COG0642	Signal transduction histidine kinase	336
2737826000	836	45.53	468	834	1	342	1.0e-95	345	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
2737826002	497	35.93	1	496	1	483	4.0e-91	328	COG5476	Microcystin degradation protein MlrC, contains DUF1485 domain	488
2737826005	114	50.85	53	111	1	59	5.0e-15	73	COG3411	(2Fe-2S) ferredoxin	64
2737826007	142	48.95	1	142	8	149	1.0e-34	138	COG1981	Uncharacterized membrane protein	149
2737826008	334	59.94	7	333	5	329	0.0e+00	517	COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	330
2737826009	374	21.59	18	369	25	322	7.0e-31	128	COG0598	Mg2+ and Co2+ transporter CorA	322
2737826010	229	35.27	1	229	1	235	8.0e-39	154	COG0412	Dienelactone hydrolase	236
2737826011	200	34	1	199	6	201	3.0e-32	131	COG3917	2-hydroxychromene-2-carboxylate isomerase	203
2737826015	458	53.75	2	455	1	462	0.0e+00	627	COG0215	Cysteinyl-tRNA synthetase	464
2737826017	250	42.78	57	250	2	158	4.0e-44	171	COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	158
2737826018	168	44.44	6	165	2	154	1.0e-44	172	COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	158
2737826019	267	38.07	27	234	3	215	1.0e-35	143	COG2908	UDP-2,3-diacylglucosamine pyrophosphatase LpxH	237
2737826022	429	40.48	48	424	2	378	1.0e-76	280	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component	379
2737826023	177	30.19	17	175	15	171	6.0e-20	90.8	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component	177
2737826024	295	31.29	1	293	37	329	9.0e-59	220	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	332
2737826026	333	23.72	9	281	4	268	9.0e-20	91.4	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2737826027	523	30.5	12	405	4	397	2.0e-27	117	COG1807	4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family	535
2737826029	241	25.24	8	207	27	227	8.0e-08	51.1	COG3907	Membrane-associated enzyme, PAP2 (acid phosphatase) superfamily	249
2737826030	292	23.08	25	288	6	239	5.0e-27	115	COG0688	Phosphatidylserine decarboxylase	239
2737826031	543	27.01	127	508	38	422	9.0e-53	201	COG0001	Glutamate-1-semialdehyde aminotransferase	432
2737826033	401	25.13	22	394	2	378	8.0e-37	148	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2737826035	477	51.14	1	438	1	414	0.0e+00	534	COG1004	UDP-glucose 6-dehydrogenase	414
2737826037	179	37.22	4	178	2	181	1.0e-20	93	COG1280	Threonine/homoserine/homoserine lactone efflux protein	208
2737826038	216	40	7	208	3	208	2.0e-48	185	COG0357	16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B)	215
2737826039	656	61.12	3	644	1	620	0.0e+00	963	COG0445	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA	621
2737826040	323	38.8	3	319	2	316	5.0e-68	251	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2737826041	157	41.45	2	153	4	154	2.0e-33	135	COG1522	DNA-binding transcriptional regulator, Lrp family	154
2737826042	1037	32.58	26	726	1	634	0.0e+00	586	COG4231	TPP-dependent indolepyruvate ferredoxin oxidoreductase, alpha subunit	640
2737826043	570	50	97	569	23	500	0.0e+00	525	COG2804	Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB	500
2737826045	611	48.1	261	602	194	528	1.0e-109	390	COG4108	Peptide chain release factor RF-3	528
2737826046	396	20.72	29	389	43	394	4.0e-09	56.4	COG2814	Predicted arabinose efflux permease, MFS family	394
2737826047	292	37.05	23	285	21	294	1.0e-43	170	COG2267	Lysophospholipase, alpha-beta hydrolase superfamily	298
2737826050	231	24.82	1	140	1	136	3.0e-16	78.8	COG1943	REP element-mobilizing transposase RayT	136
2737826051	514	22.95	389	506	3	108	6.0e-06	46.1	COG0607	Rhodanese-related sulfurtransferase	110
2737826053	397	26.26	17	380	37	389	2.0e-52	200	COG1373	Predicted ATPase, AAA+ superfamily	398
2737826054	183	60.67	2	178	8	185	3.0e-61	227	COG3310	Uncharacterized protein	196
2737826057	324	33.02	8	323	9	317	5.0e-54	205	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2737826059	498	55.94	1	488	1	487	0.0e+00	547	COG3333	TctA family transporter	504
2737826061	103	40.43	7	100	4	95	1.0e-17	81.5	COG2154	Pterin-4a-carbinolamine dehydratase	101
2737826062	419	23.64	133	419	4	296	4.0e-19	89.6	COG0501	Zn-dependent protease with chaperone function	302
2737826063	220	62.57	42	220	3	181	4.0e-78	284	COG1949	Oligoribonuclease (3'-5' exoribonuclease)	184
2737826064	696	31.97	41	600	1	504	1.0e-98	354	COG0513	Superfamily II DNA and RNA helicase	513
2737826065	127	64.66	1	116	3	115	3.0e-38	150	COG0335	Ribosomal protein L19	115
2737826066	429	24.78	1	429	6	450	1.0e-51	197	COG0747	ABC-type transport system, periplasmic component	556
2737826067	476	36.11	1	462	2	464	1.0e-100	360	COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	475
2737826068	141	20.49	19	140	7	108	6.0e-07	46.8	COG0607	Rhodanese-related sulfurtransferase	110
2737826069	1096	37.91	529	1096	3	548	0.0e+00	540	COG1884	Methylmalonyl-CoA mutase, N-terminal domain/subunit	548
2737826073	777	40.71	399	757	4	352	9.0e-98	351	COG1902	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family	363
2737826074	269	37.36	5	265	3	249	1.0e-41	163	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2737826075	142	27.03	31	141	4	113	5.0e-09	53.8	COG1846	DNA-binding transcriptional regulator, MarR family	126
2737826076	223	47.75	5	223	3	217	1.0e-57	216	COG3246	Uncharacterized conserved protein, DUF849 family	298
2737826077	498	23.68	214	476	1	233	2.0e-42	167	COG0775	Nucleoside phosphorylase	234
2737826078	313	36.31	1	313	1	315	2.0e-58	219	COG0189	Glutathione synthase/RimK-type ligase, ATP-grasp superfamily	318
2737826083	416	32.56	1	382	23	388	2.0e-72	266	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase	412
2737826085	86	61.97	1	71	1	71	3.0e-21	93.3	COG0361	Translation initiation factor IF-1	75
2737826088	371	38.56	12	363	4	370	1.0e-74	273	COG1565	SAM-dependent methyltransferase, MidA family	370
2737826089	299	28.57	43	280	5	250	3.0e-24	105	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2737826090	131	29.75	12	131	2	121	8.0e-19	86	COG1539	Dihydroneopterin aldolase	121
2737826091	123	27.27	8	105	3	100	8.0e-13	66	COG1539	Dihydroneopterin aldolase	121
2737826092	317	29.93	37	317	1	277	4.0e-48	185	COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	298
2737826094	214	37.86	3	207	2	205	2.0e-36	145	COG0406	Broad specificity phosphatase PhoE	208
2737826095	291	33.9	1	288	15	295	3.0e-38	152	COG0501	Zn-dependent protease with chaperone function	302
2737826097	345	63.08	1	343	1	344	0.0e+00	518	COG0418	Dihydroorotase	344
2737826098	748	77.1	1	748	1	737	0.0e+00	1262	COG1049	Aconitase B	852
2737826100	309	26.91	19	287	21	280	3.0e-31	129	COG2301	Citrate lyase beta subunit	283
2737826101	328	29.14	6	328	1	311	2.0e-63	236	COG0039	Malate/lactate dehydrogenase	313
2737826102	260	38.68	20	259	2	236	2.0e-46	179	COG2188	DNA-binding transcriptional regulator, GntR family	236
2737826103	143	26.19	19	143	8	130	2.0e-06	45.3	COG2009	Succinate dehydrogenase/fumarate reductase, cytochrome b subunit	132
2737826104	122	35.34	7	122	2	116	9.0e-17	79.1	COG2142	Succinate dehydrogenase, hydrophobic anchor subunit	117
2737826106	362	61.17	1	206	158	356	3.0e-64	239	COG3288	NAD/NADP transhydrogenase alpha subunit	356
2737826107	472	57.17	1	470	1	463	0.0e+00	579	COG1282	NAD/NADP transhydrogenase beta subunit	463
2737826111	614	30.15	53	590	7	472	7.0e-93	335	COG0008	Glutamyl- or glutaminyl-tRNA synthetase	472
2737826114	159	25.61	4	159	2	163	2.0e-31	128	COG5517	3-phenylpropionate/cinnamic acid dioxygenase, small subunit	164
2737826115	298	26.6	2	298	2	293	8.0e-24	104	COG0583	DNA-binding transcriptional regulator, LysR family	297
2737826116	329	31.33	13	326	8	317	1.0e-38	153	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2737826119	130	49.18	1	122	3	124	6.0e-39	152	COG2967	Uncharacterized protein affecting Mg2+/Co2+ transport	126
2737826120	319	44.24	1	318	3	317	8.0e-77	280	COG0611	Thiamine monophosphate kinase	317
2737826121	171	33.94	7	169	3	160	6.0e-23	100	COG1267	Phosphatidylglycerophosphatase A	160
2737826122	157	55.77	2	157	7	162	4.0e-48	183	COG1546	Nicotinamide mononucleotide (NMN) deamidase PncC	162
2737826124	128	68.97	1	116	1	116	4.0e-43	166	COG0203	Ribosomal protein L17	116
2737826125	330	52.5	5	324	1	313	3.0e-95	341	COG0202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	317
2737826126	207	60.39	2	207	2	205	1.0e-60	226	COG0522	Ribosomal protein S4 or related protein	205
2737826127	134	68.25	9	134	4	129	4.0e-45	173	COG0100	Ribosomal protein S11	129
2737826128	121	61.98	1	120	1	121	7.0e-39	152	COG0099	Ribosomal protein S13	121
2737826130	439	50.35	9	433	11	432	1.0e-124	440	COG0201	Preprotein translocase subunit SecY	436
2737826131	143	53.02	1	143	1	149	8.0e-31	126	COG0200	Ribosomal protein L15	152
2737826132	60	56.6	7	59	1	53	6.0e-12	62.4	COG1841	Ribosomal protein L30/L7E	55
2737826133	172	57.06	11	172	18	180	7.0e-52	196	COG0098	Ribosomal protein S5	181
2737826134	121	48.36	1	121	5	125	2.0e-22	98	COG0256	Ribosomal protein L18	125
2737826135	177	53.67	1	176	1	176	5.0e-52	196	COG0097	Ribosomal protein L6P/L9E	178
2737826136	131	57.25	1	130	1	131	2.0e-46	177	COG0096	Ribosomal protein S8	132
2737826137	101	59.02	41	101	1	61	3.0e-15	73.3	COG0199	Ribosomal protein S14	61
2737826138	179	62.01	1	179	1	179	4.0e-71	260	COG0094	Ribosomal protein L5	180
2737826139	106	50.96	1	103	2	103	3.0e-17	79.9	COG0198	Ribosomal protein L24	104
2737826140	122	71.31	1	122	1	122	2.0e-47	181	COG0093	Ribosomal protein L14	122
2737826141	497	60.69	2	497	8	499	0.0e+00	731	COG0554	Glycerol kinase	499
2737826142	274	43.18	6	268	2	264	3.0e-68	251	COG0345	Pyrroline-5-carboxylate reductase	266
2737826143	283	40.99	1	282	6	288	1.0e-46	180	COG0382	4-hydroxybenzoate polyprenyltransferase	289
2737826144	259	38.67	5	256	2	250	4.0e-41	161	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2737826147	568	38.81	19	568	2	544	2.0e-128	453	COG0146	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	563
2737826148	693	38.6	9	691	1	673	0.0e+00	520	COG0145	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	674
2737826149	200	28.86	10	199	8	202	2.0e-21	96	COG1335	Nicotinamidase-related amidase	205
2737826151	277	33.78	129	276	1	146	1.0e-25	110	COG0703	Shikimate kinase	172
2737826152	519	31.11	7	516	4	520	1.0e-103	370	COG0365	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	528
2737826153	326	28.34	2	307	1	294	2.0e-22	99.7	COG0583	DNA-binding transcriptional regulator, LysR family	297
2737826155	332	35.22	13	329	4	317	2.0e-58	220	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2737826156	569	27.65	2	569	6	572	4.0e-99	355	COG3653	N-acyl-D-aspartate/D-glutamate deacylase	579
2737826157	272	49.09	4	219	54	262	3.0e-58	218	COG0489	Chromosome partitioning ATPase, Mrp family, contains Fe-S cluster	265
2737826159	332	34.7	15	330	3	318	1.0e-57	216	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2737826160	446	30.29	5	434	1	474	3.0e-54	206	COG3119	Arylsulfatase A or related enzyme	475
2737826161	324	26.81	3	317	37	351	2.0e-26	113	COG2959	Uncharacterized conserved protein HemX (no evidence of involvement in heme biosynthesis)	391
2737826162	431	23.33	1	430	1	392	3.0e-20	93.4	COG3071	Uncharacterized conserved protein HemY, contains two TPR repeats	400
2737826163	1011	51.63	1	489	1	487	0.0e+00	505	COG1530	Ribonuclease G or E	487
2737826165	327	39.4	19	317	4	289	2.0e-68	252	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	289
2737826166	222	30.56	10	221	5	220	4.0e-38	151	COG0546	Phosphoglycolate phosphatase, HAD superfamily	220
2737826167	121	25.89	1	112	2	105	9.0e-12	62.3	COG2146	Ferredoxin subunit of nitrite reductase or a ring-hydroxylating dioxygenase	106
2737826170	362	53.33	243	362	1	120	4.0e-33	135	COG1734	RNA polymerase-binding transcription factor DksA	120
2737826171	142	40.14	1	142	1	146	3.0e-41	160	COG2001	MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity	146
2737826172	309	49.05	3	306	2	313	5.0e-99	354	COG0275	16S rRNA C1402 N4-methylase RsmH	314
2737826173	103	30.38	1	79	20	98	9.0e-09	51.8	COG3116	Cell division protein FtsL, interacts with FtsB, FtsL and FtsQ	105
2737826175	395	57.95	10	395	3	389	0.0e+00	551	COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit	645
2737826176	268	34.1	1	258	3	256	1.0e-36	146	COG1024	Enoyl-CoA hydratase/carnithine racemase	257
2737826177	390	36.29	1	388	3	392	4.0e-80	292	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	393
2737826179	102	41	1	98	1	100	2.0e-21	93.5	COG3093	Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain	104
2737826180	92	42.55	1	92	1	94	3.0e-19	86.9	COG3549	Plasmid maintenance system killer protein	94
2737826181	108	30	8	93	17	106	1.0e-06	44.9	COG0526	Thiol-disulfide isomerase or thioredoxin	127
2737826182	312	26.3	6	311	1	297	3.0e-27	116	COG0583	DNA-binding transcriptional regulator, LysR family	297
2737826183	265	38.1	12	262	10	257	5.0e-46	177	COG1024	Enoyl-CoA hydratase/carnithine racemase	257
2737826184	407	42.17	1	395	4	396	1.0e-108	386	COG1804	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases	396
